age_rating,Count of title for movie,Count of title for movie 2,Count of title for tv,description,genre,Sum of running_time,title,type,Sum of year
U/A 13+,1,1,,"A male employee undergoes harassment at his workplace by his superior. Initially upset, he later realizes that the feeling is mutual.",Drama,8,Feeling Is Mutual,movie,2020
U/A 13+,1,1,,"A male nurse is in big trouble when three girls - a singer, doctor and a mentally ill patient - fall for him. Whom will he finally commit himself to?",Romance,128,Romeo,movie,2007
U/A 13+,1,1,,"A man going through a tough time suffering from insomnia and depression, visits a psychologist. What happens when he delves deeper into his subconscious mind?",Drama,14,Aniddra - The Sleepless,movie,2020
U/A 13+,1,1,,"A man is imprisoned for killing his lover's brother. After the jail term, he meets someone new. Will new love bloom, or will his past haunt him?",Action,114,Saacha,movie,2011
U/A 13+,1,1,,"A man marries two women -- an American for a visa and an Indian girl due to family pressure. Soon, not surprisingly, he finds himself in a tricky situation.",Comedy,124,Out of Control,movie,2003
U/A 13+,1,1,,"A man reflects back on the highs and lows of his life, mirroring his true feelings and valuing his expressions.",Drama,4,Antas,movie,2021
U/A 13+,1,1,,"A man suffering from SAD (Seasonal Affective Disorder), eagerly waits for the summer to end. However, with the onset of monsoon, he faces depression.",Drama,14,Season's Greetings,movie,2019
U/A 13+,1,1,,"A man who despises women is forced to work with an attractive and smart woman. Will his attempts to get her to quit the job be successful, or will Cupid strike?",Comedy,142,Manmadhudu,movie,2002
U/A 13+,1,1,,"A man who is against smoking takes on the owner of a cigarette factory. Before he can put his challenge into action, he has to face various obstacles.",Drama,126,Cigarette Sedhbedi Preethi Madbedi,movie,2015
U/A 13+,1,1,,"A man, who comes from a joint family, falls in love with the daughter of the chief minister. Problem arises when he suddenly calls off the engagement.",Action,135,Aadu Puli,movie,2011
U/A 13+,1,1,,A married couple finds their relationship on the rocks after the husband learns that his wife is involved in an extramarital affair.,Romance,6,Dhokebaaz,movie,2021
U/A 13+,,,1,"A maternal figure to her younger sister Niyati, Falguni faces every challenge laid down by their nemesis Uttaradevi, to protect her sister from danger.",Drama,,Jiji Maa,tv,2017
U/A 13+,1,1,,"A media executive finds himself falling in love with a newbie reporter. However, the corporate set-up at work affects their professional and personal lives.",Romance,132,Love 24X7,movie,2015
U/A 13+,1,1,,"A mediator between the deity and the devotees, Velichappad gets caught in the crossfire of beliefs and disbeliefs. Is there a way out for him?",Drama,101,Niyogam,movie,1997
U/A 13+,1,1,,"A meek village girl switches place with her tomboyish lookalike. While everyone is shocked by the personality change, the village girl does the unthinkable.",Drama,123,Naa Rani Nee Maharani,movie,2010
U/A 13+,1,1,,A mentally challenged Chanti moves to Ooty with his mother to work at a tea estate. Things take an ugly turn when he finds out a shocking truth about his boss.,Drama,104,Ukrosham Chantoodu,movie,2002
U/A 13+,1,1,,A mentally impaired woman finds a place in the heart of a tribal man. Will their unusual love story survive?,Drama,120,Kaattile Paattu,movie,1982
U/A 13+,1,1,,A middle-aged professor finds himself facing circumstances that challenge his notions about love and life. He is hesitant to be in a relationship with someone much younger. Will love find a way?,Drama,17,Chances,movie,2018
U/A 13+,,,1,"A mini-series hosted by Bengali cine icon, Prosenjit Chatterjee as Kakababu and Aryann Bhowmick as Santu to celebrate the release of the film 'Yeti Obhijaan'.",Talk Show,,Subho Muharat,tv,2017
U/A 13+,1,1,,A miser landlord and his penniless tenants are muddled up in a win-or-lose situation. Who takes over?,Comedy,12,Bhaada,movie,2020
U/A 13+,,,1,"A modern and ambitious Simran marries into an orthodox and a patriarchal family. In her arduous journey, many old beliefs and traditions are shaken to the core!",Romance,,Kaisa Yeh Ishq Hain,tv,2013
U/A 13+,,,1,"A modern and independent Sasirekha meets Abhiram, a man of traditions. Forced into marriage, can they find their happily ever after?",Family,,Pallakilo Pellikuturu,tv,2023
U/A 13+,1,1,,"A modern retelling of the eternal 'good versus evil' conflict, when an honest police officer investigates an intelligent but unscrupulous businessman.",Action,141,One,movie,2017
U/A 13+,1,1,,"A mother plays so many roles in her child's life, a friend, a counsellor, a guide and a critic. But do we understand her and everything she does for us?",Drama,14,Kirdaar,movie,2017
U/A 13+,1,1,,"A mother suffers emotional trauma when she learns that her son, who was suffering from blood cancer, died while she was finishing her train journey.",Drama,19,Holding Back,movie,2015
U/A 13+,,,1,"A mother, a wife and a daughter-in-law were Tulasi's only identities, but when these relations turn their back on her, she decides to rediscover herself.",Drama,,Intinti Gruhalakshmi,tv,2023
U/A 13+,1,1,,A mother’s special wedding gift for her daughter transcends usual notions and makes a much-needed social commentary.,Drama,11,The Wedding Gift,movie,2022
U/A 13+,1,1,,"A movie star turns up unannounced at a film critic's house, and it leads to a walk down memory lane in the most unexpected manner.",Comedy,8,Sirf Main Aur Tum,movie,2011
U/A 13+,,,1,"A murder in the family forces two sisters to separate. Years later, one becomes a cop, the other an 'honourable thief'. What's in store for these opposites?",Drama,,Thoovalsparsham,tv,2021
U/A 13+,,,1,"A musical celebration of love with the popular TV couples and Bollywood darlings Varun Dhawan, Jacqueline Fernandez, and more.",Reality,,Valentine's Day Special,tv,2015
U/A 13+,,,1,"A musical story tracing the relationship between conservative Sohini and modern Gora, through Rabindranath Tagore's songs and ideology.",Romance,,Gaaner Oparey,tv,2010
U/A 13+,1,1,,A mutant and future X-Men member called Wolverine sets out to avenge the deaths of his loved ones at the hands of Sabretooth.,Superhero,107,X-Men Origins: Wolverine,movie,2009
U/A 13+,1,1,,"A mysterious Muslim boy whose behavior seems to be as if he is out on a mission, gets constant calls, but he does not answer any of the calls.",Drama,15,Qaadir,movie,2022
U/A 13+,1,1,,A nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.,Science Fiction,130,Dawn of the Planet of the Apes,movie,2014
U/A 13+,1,1,,A new generation of explorers has uncovered evidence that could reinvent our understanding of the Amazon and the indigenous people who lived there.,Documentary,43,Lost Cities of the Amazon,movie,2019
U/A 13+,1,1,,"A newly appointed estate manager, Bharathi, has a secret admirer, but it's not who he thinks it is. Is he in trouble, or is Cupid calling?",Romance,129,Premisthu,movie,2009
U/A 13+,1,1,,"A newly married couple love each other deeply, but end up fighting because of silly misunderstandings. Will they let their ego rule their relationship?",Romance,11,Happy Married Life,movie,2016
U/A 13+,,,1,A newlywed couple's plan to leave the big city for a quieter life in Nebraska doesn't go as expected.,Comedy,,Bless This Mess,tv,2019
U/A 13+,,,1,A night of glitter and glam with Star Maa Superstars.,Reality,,Star Maa Mahotsavam,tv,2019
U/A 13+,1,1,,"A no-nonsense cop accompanied by a rookie go on a 36-hour manhunt for a missing Indian cricketer, who has been kidnapped under mysterious circumstances.",Action,116,Dishoom,movie,2016
U/A 13+,1,1,,"A novelist inherits a villa from his late father and moves in with his girlfriend. Soon, his father begins to speak to him beyond the grave.",Horror,97,Pizza II: Villa,movie,2013
U/A 13+,1,1,,"A novelist, her assistant and a police inspector together write a perfect murder mystery. But in reality they plan to kill each other. Who is the real mastermind?",Thriller,14,Moonlight,movie,2020
U/A 13+,,,1,"A one-of-its-kind revenge story of an eight-year-old boy, who seeks justice for the crimes committed against him in his past life.",Drama,,Ayushaman Bhava,tv,2017
U/A 13+,1,1,,A pantry boy and a young girl fall for each other onboard a train bound for Chennai. They find themselves in danger when a gang of dacoits hijacks the train.,Action,149,Express Khiladi,movie,2016
U/A 13+,1,1,,A passionless marriage leads a woman to have an affair with her college love. But their liaison turns dangerous when her her husband learns of it.,Thriller,120,Ganda Hendathi,movie,2006
U/A 13+,1,1,,"A patriarch of a royal family, whose scion gets murdered, assigns the task of finding the culprit to his police officer nephews. Will he ever find the answer?",Thriller,112,Finger Print,movie,2005
U/A 13+,1,1,,A perennial bridesmaid is unhappy as her little sister is marrying the man of her dreams. She falls in love with a cynical journalist who's covering the event.,Romance,110,27 Dresses,movie,2008
U/A 13+,,,1,"A perfect story of opposites attract, where Khushi, a simple girl and Arnav, an arrogant businessman realise that they cannot live without each other.",Romance,,Iss Pyar Ko Kya Naam Doon,tv,2011
U/A 13+,,,1,"A perfect story of opposites attract, where Megha, a simple girl and Akash, an arrogant businessman realise that they cannot live without each other.",Romance,,Tu Kahibu Na Mu,tv,2023
U/A 13+,,,1,"A perfect take on opposites attract, Independent Madhura meets the carefree Vikrant. Hatred soon turns into love when fate intervenes.",Drama,,Chhatriwali,tv,2018
U/A 13+,,,1,"A period drama, based on author Dharamveer Bharati's most famous work, Gunahon Ka Devta, a classic tale of love unlike any other.",Romance,,Ek Tha Chandar Ek Thi Sudha,tv,2015
U/A 13+,,,1,"A personal tragedy creates a rift in Abhimanyu and Akshara’s marital life. Years later, when destiny offers a second chance, will the duo embrace love?",Drama,,Yeh Rishta Kya Kehlata Hai,tv,2023
U/A 13+,1,1,,A plan to make quick money by abducting a rich baby goes astray when the kid turns out to be smarter than his kidnappers.,Kids,131,Sisindri,movie,1995
U/A 13+,1,1,,"A plane is hijacked by ruthless terrorists who have held the passengers hostage. Now, it is up to Major Raveendra to rescue them and capture the hijackers.",Action,131,Payanam,movie,2011
U/A 13+,1,1,,"A police case forces Pappan and his brother to leave their home. They seek refuge in a village. However, their problems are far from over.",Drama,132,Padanayakan,movie,1996
U/A 13+,1,1,,"A police detective loses everything in search of a serial killer. Just when the trail goes cold, the killer comes back, leaving clues for him to decode.",Thriller,98,Bornoporichoy,movie,2019
U/A 13+,1,1,,"A politician and his secretary, who are childhood friends, have a strong bond. However, this friendship is put to test when their professional lives clash.",Drama,92,Thavalai Kannan,movie,2015
U/A 13+,1,1,,A popular high school teen's arrogant attitude changes one morning when she awakens to find herself suddenly morphed into a 30-something-year-old man.,Comedy,104,The Hot Chick,movie,2002
U/A 13+,1,1,,"A postmaster comes to a small Kerala town and falls for a retired strongman's daughter. However, her dad wants to get her married to a successful wrestler.",Romance,137,Mutharamkunnu P.O.,movie,1985
U/A 13+,,,1,A promise made to his mother has young and handsome Balaraju dodging female attention. Will he ever be able to convince his mother to help him settle down?,Drama,,S/O Savithramma,tv,2020
U/A 13+,,,1,"A promise to his dying mentor has duty-bound Vikranth marrying his daughter, Spandana. Will Vaishnavi, his love, accept his sacrifice?",Drama,,Marali Manasagide,tv,2021
U/A 13+,,,1,"A puzzling mystery surrounds Arjun, a 20-year-old boy, who in order to save his loved ones must unearth some deep secrets related to his past.",Mystery,,Nagarjun Ek Yoddha,tv,2016
