genre,rating,Sum of release_year,runtime,title
Action & Adventure,PG-13,2005,101 min,XXX: State of the Union
Action & Adventure,PG-13,2006,102 min,16 Blocks
Action & Adventure,PG-13,2018,103 min,The Hurricane Heist
Action & Adventure,PG-13,2008,106 min,Quantum of Solace
Action & Adventure,PG-13,2010,107 min,Takers
Action & Adventure,PG-13,1997,108 min,Dante's Peak
Action & Adventure,PG-13,2008,109 min,"10,000 B.C."
Action & Adventure,PG-13,1994,111 min,The River Wild
Action & Adventure,PG-13,2014,117 min,3 Days to Kill
Action & Adventure,PG-13,2003,117 min,S.W.A.T.
Action & Adventure,PG-13,1997,119 min,Tomorrow Never Dies
Action & Adventure,PG-13,1990,120 min,Quigley Down Under
Action & Adventure,PG-13,1999,128 min,The World Is Not Enough
Action & Adventure,PG-13,1995,130 min,GoldenEye
Action & Adventure,PG-13,2002,133 min,Die Another Day
Action & Adventure,PG-13,2006,145 min,Casino Royale
Action & Adventure,PG-13,1994,191 min,Wyatt Earp
Action & Adventure,PG-13,2008,90 min,Vantage Point
Action & Adventure,PG-13,2015,94 min,Tracers
Action & Adventure,R,2018,100 min,All the Devil's Men
Action & Adventure,R,2001,101 min,Exit Wounds
Action & Adventure,R,2016,101 min,Lady Bloodfight
Action & Adventure,R,2017,102 min,First Kill
Action & Adventure,R,2018,102 min,Peppermint
Action & Adventure,R,2019,103 min,Rogue Warfare
Action & Adventure,R,2007,103 min,War
Action & Adventure,R,2016,104 min,In a Valley of Violence
Action & Adventure,R,2020,104 min,Rogue Warfare: The Hunt
Action & Adventure,R,2012,105 min,El último testigo
Action & Adventure,R,2019,106 min,Inside Man: Most Wanted
Action & Adventure,R,2009,106 min,The Taking of Pelham 123
Action & Adventure,R,2016,107 min,Marauders
Action & Adventure,R,2013,108 min,Machete Kills
Action & Adventure,R,2012,109 min,End of Watch
Action & Adventure,R,2012,110 min,Act of Valor
Action & Adventure,R,2017,110 min,Kickboxer: Retaliation
Action & Adventure,R,2017,111 min,Death Race: Beyond Anarchy
Action & Adventure,R,2003,111 min,Kill Bill: Vol. 1
Action & Adventure,R,2017,112 min,American Assassin
Action & Adventure,R,2020,113 min,Project Power
Action & Adventure,R,2015,114 min,Gridlocked
Action & Adventure,R,2015,115 min,Last Knights
Action & Adventure,R,2021,116 min,Outside the Wire
Action & Adventure,R,2020,117 min,Extraction
Action & Adventure,R,1992,117 min,Patriot Games
Action & Adventure,R,2000,117 min,The Art of War
Action & Adventure,R,2013,119 min,Olympus Has Fallen
Action & Adventure,R,2019,121 min,Angel Has Fallen
Action & Adventure,R,1997,124 min,The Peacemaker
Action & Adventure,R,2018,126 min,Big Kill
Action & Adventure,R,2020,126 min,The Old Guard
Action & Adventure,R,2019,126 min,Triple Frontier
Action & Adventure,R,2016,130 min,USS Indianapolis: Men of Courage
Action & Adventure,R,1996,133 min,Executive Decision
Action & Adventure,R,2004,137 min,Kill Bill: Vol. 2
Action & Adventure,R,2018,140 min,Den of Thieves
Action & Adventure,R,2009,153 min,Inglourious Basterds
Action & Adventure,R,2016,77 min,Batman: The Killing Joke
Action & Adventure,R,2020,80 min,Welcome to Sudden Death
Action & Adventure,R,2020,82 min,I Am Vengeance: Retaliation
Action & Adventure,R,1992,84 min,Passenger 57
Action & Adventure,R,2011,85 min,Set Up
Action & Adventure,R,2015,86 min,Standoff
Action & Adventure,R,2018,87 min,Acts of Violence
Action & Adventure,R,2012,89 min,Pusher
Action & Adventure,R,2016,90 min,Boyka: Undisputed
Action & Adventure,R,2016,91 min,Officer Downe
Action & Adventure,R,2014,91 min,The Prince
Action & Adventure,R,2017,92 min,Security
Action & Adventure,R,2017,93 min,24 Hours to Live
Action & Adventure,R,2011,93 min,Haywire
Action & Adventure,R,2018,93 min,I Am Vengeance
Action & Adventure,R,2018,94 min,Braven
Action & Adventure,R,2018,94 min,Mile 22
Action & Adventure,R,2016,95 min,The Assignment
Action & Adventure,R,2017,96 min,London Heist
Action & Adventure,R,2014,96 min,Skin Trade
Action & Adventure,R,2010,97 min,Hunt to Kill
Action & Adventure,R,2016,97 min,The Hollow Point
Action & Adventure,R,2020,98 min,Hard Kill
Action & Adventure,R,2009,99 min,Ninja Assassin
Action & Adventure,R,2001,99 min,Swordfish
Action & Adventure,TV-14,2017,87 min,Larceny
Action & Adventure,TV-14,2017,92 min,The Saint
Action & Adventure,TV-MA,2018,102 min,Outlawed
Action & Adventure,TV-MA,2017,82 min,Wheelman
Action & Adventure,TV-MA,2016,87 min,Kill Ratio
Action & Adventure,TV-MA,2019,87 min,Point Blank
Action & Adventure,TV-MA,2019,88 min,Avengement
Action & Adventure,TV-MA,2017,88 min,Black Site Delta
Action & Adventure,TV-MA,2017,88 min,Hickok
Action & Adventure,TV-MA,2015,88 min,Riot
Action & Adventure,TV-MA,2016,90 min,Kickboxer: Vengeance
Action & Adventure,TV-MA,2012,90 min,Seal Team Six: The Raid on Osama Bin Laden
Action & Adventure,TV-MA,2017,90 min,Troy: The Odyssey
Action & Adventure,TV-MA,2020,93 min,The 2nd
Action & Adventure,TV-MA,2019,94 min,The Hard Way
Action & Adventure,TV-MA,2018,96 min,The Debt Collector
Action & Adventure,TV-MA,2020,97 min,The Debt Collector 2
"Action & Adventure, Anime Features, Children & Family Movies",PG,2018,98 min,Mirai
"Action & Adventure, Anime Features, Children & Family Movies",TV-14,2019,107 min,NiNoKuni
"Action & Adventure, Anime Features, Children & Family Movies",TV-PG,2019,103 min,Dragon Quest Your Story
"Action & Adventure, Anime Features, Classic Movies",PG-13,1979,100 min,Lupin the 3rd: The Castle of Cagliostro: Special Edition
"Action & Adventure, Anime Features, Horror Movies",TV-MA,2016,96 min,GANTZ:O
"Action & Adventure, Anime Features, International Movies",TV-14,2018,100 min,The Seven Deadly Sins the Movie: Prisoners of the Sky
"Action & Adventure, Anime Features, International Movies",TV-14,2018,101 min,GODZILLA City on the Edge of Battle
"Action & Adventure, Anime Features, International Movies",TV-14,2011,102 min,Naruto Shippuden : Blood Prison
"Action & Adventure, Anime Features, International Movies",TV-14,2017,106 min,BLAME!
"Action & Adventure, Anime Features, International Movies",TV-14,2020,5 min,Sol Levante
"Action & Adventure, Anime Features, International Movies",TV-14,2013,56 min,Ghost Whispers
"Action & Adventure, Anime Features, International Movies",TV-14,2016,72 min,Fate/Grand Order -First Order-
"Action & Adventure, Anime Features, International Movies",TV-14,2010,85 min,Naruto Shippuden: The Movie: The Lost Tower
"Action & Adventure, Anime Features, International Movies",TV-14,2003,99 min,Inuyasha the Movie - La spada del dominatore del mondo
"Action & Adventure, Anime Features, International Movies",TV-14,2002,99 min,InuYasha: The Movie 2: The Castle Beyond the Looking Glass
"Action & Adventure, Anime Features, International Movies",TV-MA,2013,107 min,Berserk: The Golden Age Arc III - The Advent
"Action & Adventure, Anime Features, International Movies",TV-MA,2015,121 min,Girls und Panzer der Film
"Action & Adventure, Anime Features, International Movies",TV-MA,2013,58 min,Ghost Pain
"Action & Adventure, Anime Features, International Movies",TV-MA,2014,58 min,Ghost Tears
"Action & Adventure, Anime Features, International Movies",TV-MA,1998,69 min,EVANGELION: DEATH (TRUE)²
"Action & Adventure, Anime Features, International Movies",TV-MA,2020,75 min,Altered Carbon: Resleeved
"Action & Adventure, Anime Features, International Movies",TV-MA,2012,77 min,Berserk: The Golden Age Arc I - The Egg of the King
"Action & Adventure, Anime Features, International Movies",TV-MA,1997,87 min,The End of Evangelion
"Action & Adventure, Anime Features, International Movies",TV-MA,2012,92 min,Berserk: The Golden Age Arc II - The Battle for Doldrey
"Action & Adventure, Anime Features, International Movies",TV-PG,2001,100 min,InuYasha the Movie: Affections Touching Across Time
"Action & Adventure, Anime Features, International Movies",TV-PG,2004,83 min,Naruto the Movie: Ninja Clash in the Land of Snow
"Action & Adventure, Anime Features, International Movies",TV-PG,2004,88 min,Inuyasha the Movie - L'isola del fuoco scarlatto
"Action & Adventure, Anime Features, International Movies",TV-PG,2018,91 min,GODZILLA The Planet Eater
"Action & Adventure, Anime Features, International Movies",TV-PG,2008,93 min,Naruto Shippûden the Movie: Bonds
"Action & Adventure, Anime Features, International Movies",TV-PG,2007,95 min,Naruto Shippuden: The Movie
"Action & Adventure, Anime Features, International Movies",TV-PG,2006,95 min,Naruto the Movie 3: Guardians of the Crescent Moon Kingdom
"Action & Adventure, Anime Features, International Movies",TV-PG,2009,96 min,Naruto Shippûden the Movie: The Will of Fire
"Action & Adventure, Anime Features, International Movies",TV-PG,2005,97 min,Naruto the Movie 2: Legend of the Stone of Gelel
"Action & Adventure, Anime Features, Sci-Fi & Fantasy",PG-13,2009,117 min,HALO Legends
"Action & Adventure, Anime Features, Sci-Fi & Fantasy",TV-14,2010,94 min,Bleach the Movie: Hell Verse
"Action & Adventure, Anime Features, Sci-Fi & Fantasy",TV-MA,2014,103 min,Expelled from Paradise
"Action & Adventure, Anime Features, Sci-Fi & Fantasy",TV-MA,2017,106 min,No Game No Life: Zero
"Action & Adventure, Anime Features, Sci-Fi & Fantasy",TV-PG,2008,94 min,Bleach The Movie: Fade to Black
"Action & Adventure, Children & Family Movies",PG,2004,131 min,National Treasure
"Action & Adventure, Children & Family Movies, Classic Movies",PG,1981,116 min,Indiana Jones and the Raiders of the Lost Ark
"Action & Adventure, Children & Family Movies, Classic Movies",PG,1984,119 min,Indiana Jones and the Temple of Doom
"Action & Adventure, Children & Family Movies, Classic Movies",PG-13,1989,127 min,Indiana Jones and the Last Crusade
"Action & Adventure, Children & Family Movies, Comedies",PG,1980,114 min,Popeye
"Action & Adventure, Children & Family Movies, Comedies",PG,2010,94 min,The Spy Next Door
"Action & Adventure, Children & Family Movies, Comedies",PG-13,2016,94 min,Undercover Grandpa
"Action & Adventure, Children & Family Movies, Comedies",TV-PG,2020,104 min,The Sleepover
"Action & Adventure, Children & Family Movies, Dramas",PG-13,2018,105 min,Mowgli: Legend of the Jungle
"Action & Adventure, Children & Family Movies, Dramas",PG-13,2020,124 min,Enola Holmes
"Action & Adventure, Children & Family Movies, Independent Movies",PG,2018,99 min,A.X.L.
"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy",PG,2010,104 min,The Last Airbender
"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy",PG,2008,106 min,Inkheart
"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy",PG-13,2008,123 min,Indiana Jones and the Kingdom of the Crystal Skull
"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy",PG-13,2018,135 min,Solo: A Star Wars Story
"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy",PG-13,2018,135 min,Solo: A Star Wars Story (Spanish Version)
"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy",PG-13,2017,152 min,Star Wars: Episode VIII: The Last Jedi
"Action & Adventure, Classic Movies",PG,1973,89 min,Cleopatra Jones
"Action & Adventure, Classic Movies",R,1973,103 min,Enter the Dragon
"Action & Adventure, Classic Movies, Comedies",PG,1975,92 min,Monty Python and the Holy Grail
"Action & Adventure, Classic Movies, Comedies",TV-14,1977,172 min,Amar Akbar Anthony
"Action & Adventure, Classic Movies, Comedies",TV-PG,1960,127 min,Ocean's Eleven
"Action & Adventure, Classic Movies, Cult Movies",PG,1976,118 min,Logan's Run
"Action & Adventure, Classic Movies, Cult Movies",R,1979,93 min,Mad Max
"Action & Adventure, Classic Movies, Cult Movies",TV-14,1979,161 min,The Great Gambler
"Action & Adventure, Classic Movies, Dramas",PG,1976,120 min,Rocky
"Action & Adventure, Classic Movies, Dramas",PG,1977,176 min,A Bridge Too Far
"Action & Adventure, Classic Movies, Dramas",R,1967,111 min,Bonnie and Clyde
"Action & Adventure, Classic Movies, Dramas",R,1986,120 min,Platoon
"Action & Adventure, Classic Movies, Dramas",R,1972,91 min,Superfly
"Action & Adventure, Classic Movies, Dramas",TV-MA,1963,194 min,Saladin
"Action & Adventure, Classic Movies, Dramas",TV-PG,1962,185 min,Mutiny on the Bounty
"Action & Adventure, Classic Movies, International Movies",PG-13,1968,166 min,Once Upon a Time in the West
"Action & Adventure, Classic Movies, Sci-Fi & Fantasy",G,1956,98 min,Forbidden Planet
"Action & Adventure, Comedies",PG,2018,117 min,Spider-Man: Into the Spider-Verse
"Action & Adventure, Comedies",PG,2009,91 min,Paul Blart: Mall Cop
"Action & Adventure, Comedies",PG,1990,94 min,Teenage Mutant Ninja Turtles: The Movie
"Action & Adventure, Comedies",PG-13,2004,101 min,Starsky & Hutch
"Action & Adventure, Comedies",PG-13,2005,104 min,The Dukes of Hazzard
"Action & Adventure, Comedies",PG-13,2003,106 min,Charlie's Angels: Full Throttle
"Action & Adventure, Comedies",PG-13,2016,107 min,Skiptrace
"Action & Adventure, Comedies",PG-13,2010,108 min,The Other Guys
"Action & Adventure, Comedies",PG-13,2008,110 min,Get Smart
"Action & Adventure, Comedies",PG-13,2011,119 min,The Green Hornet
"Action & Adventure, Comedies",PG-13,2007,122 min,Ocean's Thirteen
"Action & Adventure, Comedies",PG-13,2004,125 min,Ocean's Twelve
"Action & Adventure, Comedies",PG-13,2009,128 min,Sherlock Holmes
"Action & Adventure, Comedies",PG-13,2007,91 min,Code Name: The Cleaner
"Action & Adventure, Comedies",PG-13,2002,94 min,Austin Powers in Goldmember
"Action & Adventure, Comedies",PG-13,1999,94 min,Blue Streak
"Action & Adventure, Comedies",PG-13,2000,98 min,Charlie's Angels
"Action & Adventure, Comedies",PG-13,2005,98 min,King's Ransom
"Action & Adventure, Comedies",PG-13,2015,99 min,Barely Lethal
"Action & Adventure, Comedies",PG-13,2002,99 min,The Tuxedo
"Action & Adventure, Comedies",R,1991,105 min,The Last Boy Scout
"Action & Adventure, Comedies",R,2020,111 min,Spenser Confidential
"Action & Adventure, Comedies",R,2008,112 min,Pineapple Express
"Action & Adventure, Comedies",R,2013,112 min,The Family
"Action & Adventure, Comedies",R,1995,119 min,Bad Boys
"Action & Adventure, Comedies",R,2003,147 min,Bad Boys II
"Action & Adventure, Comedies",R,2011,83 min,30 Minutes or Less
"Action & Adventure, Comedies",R,2018,91 min,The Happytime Murders
"Action & Adventure, Comedies",R,2001,94 min,The Parole Officer
"Action & Adventure, Comedies",R,2007,95 min,The Dukes of Hazzard: The Beginning
"Action & Adventure, Comedies",R,1997,96 min,Money Talks
"Action & Adventure, Comedies",R,2016,98 min,War on Everyone
"Action & Adventure, Comedies",TV-14,2015,120 min,The Ridiculous 6
"Action & Adventure, Comedies",TV-14,2016,98 min,True Memoirs of an International Assassin
"Action & Adventure, Comedies",TV-MA,2018,102 min,"Game Over, Man!"
"Action & Adventure, Comedies",TV-MA,2016,109 min,The Do-Over
"Action & Adventure, Comedies",TV-MA,2020,88 min,Coffee & Kareem
"Action & Adventure, Comedies",TV-MA,2020,97 min,Bulletproof 2
"Action & Adventure, Comedies",UR,2008,113 min,You Don't Mess with the Zohan
"Action & Adventure, Comedies, Cult Movies",PG-13,2010,112 min,Scott Pilgrim vs. the World
"Action & Adventure, Comedies, Cult Movies",R,2004,99 min,Kung Fu Hustle
"Action & Adventure, Comedies, Cult Movies",TV-14,1994,160 min,Andaz Apna Apna
"Action & Adventure, Comedies, Dramas",PG-13,2016,101 min,Hunt for the Wilderpeople
"Action & Adventure, Comedies, Dramas",PG-13,2000,89 min,Where the Money Is
"Action & Adventure, Comedies, Dramas",TV-14,2017,105 min,The Climb
"Action & Adventure, Comedies, Dramas",TV-14,2011,116 min,Bbuddah Hoga Terra Baap
"Action & Adventure, Comedies, Dramas",TV-14,2018,126 min,Sei
"Action & Adventure, Comedies, Dramas",TV-14,2017,128 min,Angamaly Diaries
"Action & Adventure, Comedies, Dramas",TV-14,2011,128 min,The Great Magician
"Action & Adventure, Comedies, Dramas",TV-14,2019,132 min,R.K.Nagar
"Action & Adventure, Comedies, Dramas",TV-14,2013,135 min,Fukrey
"Action & Adventure, Comedies, Dramas",TV-14,2013,139 min,Boss
"Action & Adventure, Comedies, Dramas",TV-14,1976,156 min,Hera Pheri
"Action & Adventure, Comedies, Dramas",TV-14,2001,160 min,One 2 Ka 4
"Action & Adventure, Comedies, Dramas",TV-14,2020,162 min,Ala Vaikunthapurramuloo
"Action & Adventure, Comedies, Dramas",TV-14,2020,162 min,Angu Vaikuntapurathu (Malayalam)
"Action & Adventure, Comedies, Dramas",TV-14,2019,170 min,Petta
"Action & Adventure, Comedies, Dramas",TV-14,2019,170 min,Petta (Telugu Version)
"Action & Adventure, Comedies, Dramas",TV-14,2004,171 min,Main Hoon Na
"Action & Adventure, Comedies, Dramas",TV-14,1987,172 min,Muqaddar ka Faisla
"Action & Adventure, Comedies, Dramas",TV-14,2014,179 min,Happy New Year
"Action & Adventure, Comedies, Dramas",TV-14,2018,83 min,The Legacy of a Whitetail Deer Hunter
"Action & Adventure, Comedies, Dramas",TV-MA,2012,109 min,Life Ki Toh Lag Gayi
"Action & Adventure, Comedies, Dramas",TV-MA,2017,121 min,Okja
"Action & Adventure, Comedies, Dramas",TV-PG,2016,101 min,Shortcut Safari
"Action & Adventure, Comedies, Dramas",TV-PG,1999,151 min,Haseena Maan Jaayegi
"Action & Adventure, Comedies, Horror Movies",PG-13,2018,98 min,Tremors 6: A Cold Day in Hell
"Action & Adventure, Comedies, Independent Movies",NR,2015,95 min,Band of Robbers
"Action & Adventure, Comedies, Independent Movies",PG-13,1993,82 min,National Lampoon's Loaded Weapon 1
"Action & Adventure, Comedies, Independent Movies",R,1998,108 min,"Lock, Stock and Two Smoking Barrels"
"Action & Adventure, Comedies, Independent Movies",R,2015,86 min,Hell and Back
"Action & Adventure, Comedies, Independent Movies",R,2013,90 min,The Art of the Steal
"Action & Adventure, Comedies, Independent Movies",R,2016,91 min,Free Fire
"Action & Adventure, Comedies, Independent Movies",TV-14,2012,85 min,The History of Future Folk
"Action & Adventure, Comedies, International Movies",PG,2015,107 min,April and the Extraordinary World
"Action & Adventure, Comedies, International Movies",R,1995,89 min,Rumble in the Bronx
"Action & Adventure, Comedies, International Movies",R,2017,95 min,MFKZ
"Action & Adventure, Comedies, International Movies",R,2015,96 min,Moonwalkers
"Action & Adventure, Comedies, International Movies",R,1980,97 min,Return To The 36th Chamber
"Action & Adventure, Comedies, International Movies",TV-14,2020,101 min,Asphalt Burning
"Action & Adventure, Comedies, International Movies",TV-14,2005,104 min,Organize Isler
"Action & Adventure, Comedies, International Movies",TV-14,2014,105 min,The Amazing Praybeyt Benjamin
"Action & Adventure, Comedies, International Movies",TV-14,2004,106 min,The Twins Effect II
"Action & Adventure, Comedies, International Movies",TV-14,2012,106 min,We'll Be Right Back After The Break
"Action & Adventure, Comedies, International Movies",TV-14,2019,110 min,Ne Zha
"Action & Adventure, Comedies, International Movies",TV-14,2004,111 min,The Student Cop
"Action & Adventure, Comedies, International Movies",TV-14,2014,112 min,Gollu Aur Pappu
"Action & Adventure, Comedies, International Movies",TV-14,2016,115 min,The Super Parental Guardians
"Action & Adventure, Comedies, International Movies",TV-14,2016,116 min,Bitcoin Heist
"Action & Adventure, Comedies, International Movies",TV-14,2018,116 min,Hajwala 2: Mysterious Mission
"Action & Adventure, Comedies, International Movies",TV-14,2015,119 min,Beauty and the Bestie
"Action & Adventure, Comedies, International Movies",TV-14,2016,124 min,Railroad Tigers
"Action & Adventure, Comedies, International Movies",TV-14,1999,126 min,Hello Brother
"Action & Adventure, Comedies, International Movies",TV-14,2008,127 min,C Kkompany
"Action & Adventure, Comedies, International Movies",TV-14,2007,128 min,Dhamaal
"Action & Adventure, Comedies, International Movies",TV-14,2011,130 min,Bodyguard
"Action & Adventure, Comedies, International Movies",TV-14,2013,135 min,Chennai Express
"Action & Adventure, Comedies, International Movies",TV-14,2012,137 min,Rowdy Rathore
"Action & Adventure, Comedies, International Movies",TV-14,2018,137 min,The Man Who Feels No Pain
"Action & Adventure, Comedies, International Movies",TV-14,2020,138 min,Bheeshma
"Action & Adventure, Comedies, International Movies",TV-14,2013,140 min,Himmatwala
"Action & Adventure, Comedies, International Movies",TV-14,2017,145 min,Judwaa 2
"Action & Adventure, Comedies, International Movies",TV-14,2013,147 min,Yamla Pagla Deewana 2
"Action & Adventure, Comedies, International Movies",TV-14,1995,154 min,Oh Darling Yeh Hai India
"Action & Adventure, Comedies, International Movies",TV-14,2017,155 min,Jagga Jasoos
"Action & Adventure, Comedies, International Movies",TV-14,2018,155 min,Teefa in Trouble
"Action & Adventure, Comedies, International Movies",TV-14,1982,171 min,Namak Halaal
"Action & Adventure, Comedies, International Movies",TV-14,1985,85 min,The Young Vagabond
"Action & Adventure, Comedies, International Movies",TV-14,1990,88 min,"Look Out, Officer"
"Action & Adventure, Comedies, International Movies",TV-14,2001,90 min,"My Schoolmate, the Barbarian"
"Action & Adventure, Comedies, International Movies",TV-14,1994,93 min,Love on Delivery
"Action & Adventure, Comedies, International Movies",TV-14,1989,94 min,Doubles Cause Troubles
"Action & Adventure, Comedies, International Movies",TV-14,2018,94 min,El-Khawaga's Dilemma
"Action & Adventure, Comedies, International Movies",TV-14,1992,95 min,"Justice, My Foot!"
"Action & Adventure, Comedies, International Movies",TV-14,2018,95 min,Used Goods
"Action & Adventure, Comedies, International Movies",TV-14,2018,97 min,The Suit
"Action & Adventure, Comedies, International Movies",TV-MA,2017,100 min,Oversize Cops
"Action & Adventure, Comedies, International Movies",TV-MA,2011,101 min,Delhi Belly
"Action & Adventure, Comedies, International Movies",TV-MA,2018,101 min,The World Is Yours
"Action & Adventure, Comedies, International Movies",TV-MA,2013,102 min,Blitz Patrollie
"Action & Adventure, Comedies, International Movies",TV-MA,2018,102 min,Psychokinesis
"Action & Adventure, Comedies, International Movies",TV-MA,2017,104 min,The Accidental Spy
"Action & Adventure, Comedies, International Movies",TV-MA,2017,106 min,5 Cowok Jagoan
"Action & Adventure, Comedies, International Movies",TV-MA,2016,107 min,Bir Baba Hindu
"Action & Adventure, Comedies, International Movies",TV-MA,2018,108 min,Superlopez
"Action & Adventure, Comedies, International Movies",TV-MA,2015,115 min,Ali Baba ve 7 Cüceler
"Action & Adventure, Comedies, International Movies",TV-MA,2006,117 min,"Bon Cop, Bad Cop"
"Action & Adventure, Comedies, International Movies",TV-MA,2004,123 min,G.O.R.A
"Action & Adventure, Comedies, International Movies",TV-MA,2017,126 min,Bon Cop Bad Cop 2
"Action & Adventure, Comedies, International Movies",TV-MA,2013,130 min,Blind Detective
"Action & Adventure, Comedies, International Movies",TV-MA,2018,82 min,"27, el club de los malditos"
"Action & Adventure, Comedies, International Movies",TV-MA,2016,89 min,Offline - Das leben ist kein bonuslevel
"Action & Adventure, Comedies, International Movies",TV-MA,2019,93 min,Iron Sky: The Coming Race
"Action & Adventure, Comedies, International Movies",TV-MA,2015,93 min,Spy Time
"Action & Adventure, Comedies, International Movies",TV-MA,2010,95 min,Once a Gangster
"Action & Adventure, Comedies, International Movies",TV-MA,2016,97 min,Heroes Wanted
"Action & Adventure, Comedies, International Movies",TV-MA,2019,97 min,The End
"Action & Adventure, Comedies, International Movies",TV-PG,2020,102 min,All Because of You
"Action & Adventure, Comedies, International Movies",TV-PG,2017,107 min,Kung Fu Yoga
"Action & Adventure, Comedies, International Movies",TV-PG,2016,145 min,Sardaarji 2
"Action & Adventure, Comedies, International Movies",TV-PG,2015,88 min,Rembat
"Action & Adventure, Comedies, Music & Musicals",TV-14,2014,122 min,Romeo Ranjha
"Action & Adventure, Comedies, Romantic Movies",PG-13,2010,100 min,Killers
"Action & Adventure, Comedies, Romantic Movies",PG-13,2010,111 min,The Bounty Hunter
"Action & Adventure, Comedies, Romantic Movies",R,2012,100 min,Hit & Run
"Action & Adventure, Comedies, Romantic Movies",R,2020,87 min,The Lovebirds
"Action & Adventure, Comedies, Romantic Movies",R,2015,96 min,MR. RIGHT
"Action & Adventure, Comedies, Sci-Fi & Fantasy",PG-13,1999,106 min,Wild Wild West
"Action & Adventure, Comedies, Sci-Fi & Fantasy",PG-13,1998,110 min,Small Soldiers
"Action & Adventure, Comedies, Sci-Fi & Fantasy",PG-13,2018,118 min,Ant-Man and the Wasp
"Action & Adventure, Comedies, Sci-Fi & Fantasy",PG-13,2017,131 min,Thor: Ragnarok
"Action & Adventure, Comedies, Sci-Fi & Fantasy",PG-13,2002,88 min,Men in Black II
"Action & Adventure, Comedies, Sci-Fi & Fantasy",PG-13,1999,95 min,Austin Powers: The Spy Who Shagged Me
"Action & Adventure, Comedies, Sci-Fi & Fantasy",PG-13,1997,98 min,Men in Black
"Action & Adventure, Cult Movies",PG-13,1984,114 min,Red Dawn
"Action & Adventure, Cult Movies, Dramas",R,2012,172 min,Cloud Atlas
"Action & Adventure, Cult Movies, International Movies",R,2013,126 min,Snowpiercer
"Action & Adventure, Cult Movies, International Movies",R,1978,97 min,The Five Venoms
"Action & Adventure, Cult Movies, International Movies",TV-14,1982,101 min,Legendary Weapons of China
"Action & Adventure, Cult Movies, International Movies",TV-14,1971,143 min,Elaan
"Action & Adventure, Cult Movies, Sci-Fi & Fantasy",PG-13,2004,122 min,Hellboy
"Action & Adventure, Cult Movies, Sci-Fi & Fantasy",R,1994,102 min,The Crow
"Action & Adventure, Documentaries, International Movies",PG,2017,74 min,Mountain
"Action & Adventure, Documentaries, International Movies",TV-14,2018,110 min,Magnetic
"Action & Adventure, Documentaries, International Movies",TV-14,2014,91 min,Addicted to Life
"Action & Adventure, Documentaries, International Movies",TV-14,2017,94 min,Don't Crack Under Pressure III
"Action & Adventure, Documentaries, International Movies",TV-MA,2016,88 min,Don't Crack Under Pressure II
"Action & Adventure, Documentaries, International Movies",TV-MA,2015,95 min,Don't Crack Under Pressure
"Action & Adventure, Documentaries, Sports Movies",TV-14,2017,40 min,Under an Arctic Sky
"Action & Adventure, Dramas",PG-13,2006,129 min,World Trade Center
"Action & Adventure, Dramas",PG-13,2002,138 min,K-19: The Widowmaker
"Action & Adventure, Dramas",PG-13,2006,98 min,Poseidon
"Action & Adventure, Dramas",R,2019,102 min,Backdraft 2
"Action & Adventure, Dramas",R,2017,103 min,In Search of Fellini
"Action & Adventure, Dramas",R,2019,103 min,Jarhead: Law of Return
"Action & Adventure, Dramas",R,2013,105 min,Man of Tai Chi
"Action & Adventure, Dramas",R,1987,110 min,Hamburger Hill
"Action & Adventure, Dramas",R,2003,121 min,Tears of the Sun
"Action & Adventure, Dramas",R,2018,122 min,Outlaw King
"Action & Adventure, Dramas",R,2020,123 min,The Outpost
"Action & Adventure, Dramas",R,2019,129 min,6 Underground
"Action & Adventure, Dramas",R,2005,133 min,The Great Raid
"Action & Adventure, Dramas",R,2008,137 min,Defiance
"Action & Adventure, Dramas",R,2016,139 min,Free State of Jones
"Action & Adventure, Dramas",R,2001,144 min,Black Hawk Down
"Action & Adventure, Dramas",R,2020,156 min,Da 5 Bloods
"Action & Adventure, Dramas",R,2012,165 min,Django Unchained
"Action & Adventure, Dramas",R,2016,86 min,Sniper: Special Ops
"Action & Adventure, Dramas",R,2016,91 min,I Am Wrath
"Action & Adventure, Dramas",R,2014,95 min,American Heist
"Action & Adventure, Dramas",R,2015,95 min,Remember
"Action & Adventure, Dramas",R,2020,97 min,Ava
"Action & Adventure, Dramas",R,2002,98 min,Paid in Full
"Action & Adventure, Dramas",TV-MA,2018,107 min,Mission of Honor
"Action & Adventure, Dramas",TV-MA,2018,126 min,Hold the Dark
"Action & Adventure, Dramas",TV-MA,2019,95 min,Submission
"Action & Adventure, Dramas, Faith & Spirituality",PG-13,2018,109 min,Samson
"Action & Adventure, Dramas, Faith & Spirituality",TV-PG,2020,116 min,Tarung Sarung
"Action & Adventure, Dramas, Independent Movies",R,2018,100 min,Black '47
"Action & Adventure, Dramas, Independent Movies",R,2011,106 min,Kill the Irishman
"Action & Adventure, Dramas, Independent Movies",R,2014,109 min,Son of a Gun
