genre,rating,Sum of release_year,runtime,title
"Comedies, International Movies, Romantic Movies",TV-14,2020,121 min,Shimla Mirchi
"Comedies, International Movies, Romantic Movies",TV-14,2017,121 min,Unexpectedly Yours
"Comedies, International Movies, Romantic Movies",TV-14,2012,122 min,ATM
"Comedies, International Movies, Romantic Movies",TV-14,2010,124 min,Ideachi Kalpana
"Comedies, International Movies, Romantic Movies",TV-14,2009,126 min,Bangkok Traffic (Love) Story
"Comedies, International Movies, Romantic Movies",TV-14,2012,127 min,Tere Naal Love Ho Gaya
"Comedies, International Movies, Romantic Movies",TV-14,2005,129 min,BluffMaster!
"Comedies, International Movies, Romantic Movies",TV-14,2012,129 min,Luv Shuv Tey Chicken Khurana
"Comedies, International Movies, Romantic Movies",TV-14,2014,131 min,Humpty Sharma Ki Dulhania
"Comedies, International Movies, Romantic Movies",TV-14,2011,131 min,Thank You
"Comedies, International Movies, Romantic Movies",TV-14,2000,132 min,Chal Mere Bhai
"Comedies, International Movies, Romantic Movies",TV-14,2009,132 min,Wake Up Sid
"Comedies, International Movies, Romantic Movies",TV-14,1997,133 min,Judwaa
"Comedies, International Movies, Romantic Movies",TV-14,2018,133 min,Love Per Square Foot
"Comedies, International Movies, Romantic Movies",TV-14,2015,133 min,Wrong No.
"Comedies, International Movies, Romantic Movies",TV-14,2019,134 min,Evvarikee Cheppoddu
"Comedies, International Movies, Romantic Movies",TV-14,2011,135 min,X Large
"Comedies, International Movies, Romantic Movies",TV-14,2005,137 min,Socha Na Tha
"Comedies, International Movies, Romantic Movies",TV-14,2015,143 min,Magnificent
"Comedies, International Movies, Romantic Movies",TV-14,2006,151 min,Bhagam Bhag
"Comedies, International Movies, Romantic Movies",TV-14,2017,163 min,Love Ni Bhavai
"Comedies, International Movies, Romantic Movies",TV-14,1981,195 min,The Married Couples
"Comedies, International Movies, Romantic Movies",TV-14,2017,87 min,10 Days in Sun City
"Comedies, International Movies, Romantic Movies",TV-14,2020,90 min,All the Freckles in the World
"Comedies, International Movies, Romantic Movies",TV-14,1984,93 min,Prince Charming
"Comedies, International Movies, Romantic Movies",TV-14,2016,94 min,A Chaster Marriage
"Comedies, International Movies, Romantic Movies",TV-14,2018,94 min,Lo más sencillo es complicarlo todo
"Comedies, International Movies, Romantic Movies",TV-14,2014,95 min,Hadi İnşallah
"Comedies, International Movies, Romantic Movies",TV-14,2017,95 min,"Love, Surreal and Odd"
"Comedies, International Movies, Romantic Movies",TV-14,2012,96 min,Game Over
"Comedies, International Movies, Romantic Movies",TV-14,2011,97 min,Love Station
"Comedies, International Movies, Romantic Movies",TV-14,2009,97 min,Mr. Romantic
"Comedies, International Movies, Romantic Movies",TV-14,2017,98 min,Isoken
"Comedies, International Movies, Romantic Movies",TV-14,2019,98 min,Mujeres arriba
"Comedies, International Movies, Romantic Movies",TV-14,2017,98 min,The Wedding Party 2: Destination Dubai
"Comedies, International Movies, Romantic Movies",TV-14,2018,98 min,What Did I Mess
"Comedies, International Movies, Romantic Movies",TV-14,2020,98 min,Whipped
"Comedies, International Movies, Romantic Movies",TV-14,2009,99 min,"All's Well, End's Well (2009)"
"Comedies, International Movies, Romantic Movies",TV-G,2017,100 min,Cook Off
"Comedies, International Movies, Romantic Movies",TV-MA,2017,100 min,My Wife and I
"Comedies, International Movies, Romantic Movies",TV-MA,2020,101 min,Jai Mummy Di
"Comedies, International Movies, Romantic Movies",TV-MA,2020,101 min,Love Wedding Repeat
"Comedies, International Movies, Romantic Movies",TV-MA,2018,101 min,The Laws of Thermodynamics
"Comedies, International Movies, Romantic Movies",TV-MA,2018,102 min,MILF
"Comedies, International Movies, Romantic Movies",TV-MA,2020,102 min,Under the Riccione Sun
"Comedies, International Movies, Romantic Movies",TV-MA,2017,104 min,Bygones Be Bygones
"Comedies, International Movies, Romantic Movies",TV-MA,2018,104 min,How to Get Over a Breakup
"Comedies, International Movies, Romantic Movies",TV-MA,2014,105 min,Patron Mutlu Son Istiyor
"Comedies, International Movies, Romantic Movies",TV-MA,2018,107 min,Disconnect
"Comedies, International Movies, Romantic Movies",TV-MA,2014,107 min,Mumbai Delhi Mumbai
"Comedies, International Movies, Romantic Movies",TV-MA,2020,107 min,"Sí, Mi Amor"
"Comedies, International Movies, Romantic Movies",TV-MA,2015,107 min,Spanish Affair 2
"Comedies, International Movies, Romantic Movies",TV-MA,2017,107 min,Turkish Dance School
"Comedies, International Movies, Romantic Movies",TV-MA,2020,108 min,Seriously Single
"Comedies, International Movies, Romantic Movies",TV-MA,2019,110 min,Brother in Love
"Comedies, International Movies, Romantic Movies",TV-MA,2016,112 min,It's Her Day
"Comedies, International Movies, Romantic Movies",TV-MA,2020,112 min,You've Got This
"Comedies, International Movies, Romantic Movies",TV-MA,2020,113 min,Isi & Ossi
"Comedies, International Movies, Romantic Movies",TV-MA,2007,114 min,Can’t Complain
"Comedies, International Movies, Romantic Movies",TV-MA,2018,117 min,Catching Feelings
"Comedies, International Movies, Romantic Movies",TV-MA,2006,120 min,Pyaar Ke Side Effects
"Comedies, International Movies, Romantic Movies",TV-MA,2020,126 min,Ginny Weds Sunny
"Comedies, International Movies, Romantic Movies",TV-MA,2015,140 min,Hunterrr
"Comedies, International Movies, Romantic Movies",TV-MA,2017,142 min,Jab Harry Met Sejal
"Comedies, International Movies, Romantic Movies",TV-MA,2016,78 min,Caida del Cielo
"Comedies, International Movies, Romantic Movies",TV-MA,2019,79 min,Despite Everything
"Comedies, International Movies, Romantic Movies",TV-MA,2016,88 min,Barakah Meets Barakah
"Comedies, International Movies, Romantic Movies",TV-MA,2019,88 min,"I love you, stupid"
"Comedies, International Movies, Romantic Movies",TV-MA,2015,91 min,It's Now or Never
"Comedies, International Movies, Romantic Movies",TV-MA,2019,91 min,Loving is Losing
"Comedies, International Movies, Romantic Movies",TV-MA,2016,91 min,We Need to Talk
"Comedies, International Movies, Romantic Movies",TV-MA,2017,92 min,Love.com
"Comedies, International Movies, Romantic Movies",TV-MA,2018,93 min,Night of Knots
"Comedies, International Movies, Romantic Movies",TV-MA,2018,93 min,Savage Raghda
"Comedies, International Movies, Romantic Movies",TV-MA,2017,94 min,Wedding Unplanned
"Comedies, International Movies, Romantic Movies",TV-MA,2012,97 min,Omar and Salma 3
"Comedies, International Movies, Romantic Movies",TV-MA,2019,98 min,Ready to Mingle
"Comedies, International Movies, Romantic Movies",TV-MA,2018,99 min,I Am not an Easy Man
"Comedies, International Movies, Romantic Movies",TV-PG,2011,106 min,Eyyvah Eyyvah 2
"Comedies, International Movies, Romantic Movies",TV-PG,2017,107 min,This Is Not What I Expected
"Comedies, International Movies, Romantic Movies",TV-PG,2005,109 min,Zaki Chan
"Comedies, International Movies, Romantic Movies",TV-PG,2014,110 min,Bride For Rent
"Comedies, International Movies, Romantic Movies",TV-PG,2011,115 min,Don't Go Breaking My Heart
"Comedies, International Movies, Romantic Movies",TV-PG,2019,125 min,Luka Chuppi
"Comedies, International Movies, Romantic Movies",TV-PG,2019,127 min,Baby Dolls
"Comedies, International Movies, Romantic Movies",TV-PG,2013,127 min,It Takes a Man and a Woman
"Comedies, International Movies, Romantic Movies",TV-PG,2015,127 min,Single
"Comedies, International Movies, Romantic Movies",TV-PG,1988,132 min,Maza Pati Karodpati
"Comedies, International Movies, Romantic Movies",TV-PG,2017,132 min,Story of an Egg
"Comedies, International Movies, Romantic Movies",TV-PG,2016,133 min,Teshan
"Comedies, International Movies, Romantic Movies",TV-PG,2015,140 min,What the Jatt!!
"Comedies, International Movies, Romantic Movies",TV-PG,2011,144 min,Ready
"Comedies, International Movies, Romantic Movies",TV-PG,2004,158 min,Mujhse Shaadi Karogi
"Comedies, International Movies, Romantic Movies",TV-PG,1982,233 min,Lock Your Girls In
"Comedies, International Movies, Romantic Movies",TV-PG,2015,86 min,French Toast
"Comedies, International Movies, Romantic Movies",TV-PG,2017,90 min,The Royal Hibiscus Hotel
"Comedies, International Movies, Romantic Movies",TV-PG,2019,91 min,The American Game
"Comedies, International Movies, Romantic Movies",TV-PG,2014,93 min,Mission: Destroy Love
"Comedies, International Movies, Romantic Movies",TV-PG,2020,97 min,Airplane Mode
"Comedies, International Movies, Sci-Fi & Fantasy",TV-14,2011,100 min,My Friend Pinto
"Comedies, International Movies, Sci-Fi & Fantasy",TV-14,2016,131 min,Abhinetri
"Comedies, International Movies, Sci-Fi & Fantasy",TV-14,2009,148 min,Mi Shivajiraje Bhosale Boltoy
"Comedies, International Movies, Sci-Fi & Fantasy",TV-14,1992,164 min,Chamatkar
"Comedies, International Movies, Sci-Fi & Fantasy",TV-14,1993,85 min,The Mad Monk
"Comedies, International Movies, Sci-Fi & Fantasy",TV-PG,2001,150 min,Kyo Kii... Main Jhuth Nahin Bolta
"Comedies, International Movies, Sports Movies",R,2016,102 min,Goon: Last of the Enforcers
"Comedies, International Movies, Sports Movies",TV-14,2012,99 min,Berlin Kaplani
"Comedies, International Movies, Sports Movies",TV-MA,2015,100 min,Lusers
"Comedies, International Movies, Sports Movies",TV-MA,2017,95 min,Holy Goalie
"Comedies, International Movies, Sports Movies",TV-MA,2016,97 min,A Mighty Team
"Comedies, International Movies, Sports Movies",TV-PG,2012,133 min,Ferrari Ki Sawaari
"Comedies, International Movies, Thrillers",TV-14,2011,114 min,The Consul's Son
"Comedies, International Movies, Thrillers",TV-MA,2020,106 min,Christmas Crossfire
"Comedies, International Movies, Thrillers",TV-MA,2018,107 min,Crazy people
"Comedies, International Movies, Thrillers",TV-MA,2014,117 min,Kraftidioten
"Comedies, International Movies, Thrillers",TV-MA,2013,129 min,Ghanchakkar
"Comedies, LGBTQ Movies",NR,2015,86 min,4th Man Out
"Comedies, LGBTQ Movies",TV-14,2018,90 min,Lez Bomb
"Comedies, LGBTQ Movies, Music & Musicals",PG-13,2020,132 min,The Prom
"Comedies, Music & Musicals",R,2010,109 min,Get Him to the Greek
"Comedies, Music & Musicals",TV-14,2015,57 min,A Very Murray Christmas
"Comedies, Music & Musicals",TV-MA,2012,81 min,Eric ldle's What About Dick?
"Comedies, Music & Musicals",TV-MA,2018,90 min,The After Party
"Comedies, Music & Musicals, Romantic Movies",PG-13,2020,124 min,Eurovision Song Contest: The Story of Fire Saga
"Comedies, Music & Musicals, Romantic Movies",TV-MA,2017,54 min,"Michael Bolton's Big, Sexy Valentine's Day Special"
"Comedies, Music & Musicals, Sports Movies",TV-MA,2019,30 min,The Lonely Island Presents: The Unauthorized Bash Brothers Experience
"Comedies, Romantic Movies",NR,2012,79 min,Exit Strategy
"Comedies, Romantic Movies",PG,2010,100 min,Leap Year
"Comedies, Romantic Movies",PG,2007,104 min,No Reservations
"Comedies, Romantic Movies",PG,2004,111 min,The Prince & Me
"Comedies, Romantic Movies",PG,1999,116 min,Runaway Bride
"Comedies, Romantic Movies",PG,2004,89 min,Sleepover
"Comedies, Romantic Movies",PG-13,1998,101 min,Can't Hardly Wait
"Comedies, Romantic Movies",PG-13,2005,101 min,Monster-in-Law
"Comedies, Romantic Movies",PG-13,2014,103 min,Big Stone Gap
"Comedies, Romantic Movies",PG-13,2008,104 min,Yes Man
"Comedies, Romantic Movies",PG-13,2018,106 min,Sierra Burgess Is A Loser
"Comedies, Romantic Movies",PG-13,2020,107 min,A California Christmas
"Comedies, Romantic Movies",PG-13,2006,108 min,Employee of the Month
"Comedies, Romantic Movies",PG-13,2011,110 min,Arthur
"Comedies, Romantic Movies",PG-13,2011,113 min,Jumping the Broom
"Comedies, Romantic Movies",PG-13,2006,113 min,Stranger than Fiction
"Comedies, Romantic Movies",PG-13,2005,118 min,Hitch
"Comedies, Romantic Movies",PG-13,2001,118 min,Kate & Leopold
"Comedies, Romantic Movies",PG-13,2001,124 min,Heartbreakers
"Comedies, Romantic Movies",PG-13,2003,128 min,Something's Gotta Give
"Comedies, Romantic Movies",PG-13,1997,139 min,As Good as It Gets
"Comedies, Romantic Movies",PG-13,2005,85 min,Getting Played
"Comedies, Romantic Movies",PG-13,2008,88 min,Four Christmases
"Comedies, Romantic Movies",PG-13,2010,92 min,Easy A
"Comedies, Romantic Movies",PG-13,2005,94 min,Just Friends
"Comedies, Romantic Movies",PG-13,2002,97 min,Mr. Deeds
"Comedies, Romantic Movies",PG-13,2005,97 min,Rumor Has It
"Comedies, Romantic Movies",PG-13,2008,98 min,Wild Child
"Comedies, Romantic Movies",PG-13,2004,99 min,50 First Dates
"Comedies, Romantic Movies",PG-13,2009,99 min,The Invention of Lying
"Comedies, Romantic Movies",R,2010,105 min,She's Out of My League
"Comedies, Romantic Movies",R,1996,108 min,A Thin Line Between Love & Hate
"Comedies, Romantic Movies",R,2007,116 min,The Heartbreak Kid
"Comedies, Romantic Movies",R,2019,92 min,Someone Great
"Comedies, Romantic Movies",R,2009,96 min,The Ugly Truth
"Comedies, Romantic Movies",R,2011,97 min,Take Me Home Tonight
"Comedies, Romantic Movies",TV-14,2020,102 min,To All the Boys: P.S. I Still Love You
"Comedies, Romantic Movies",TV-14,2018,103 min,The Competition
"Comedies, Romantic Movies",TV-14,2018,105 min,#Roxy
"Comedies, Romantic Movies",TV-14,2018,105 min,The Kissing Booth
"Comedies, Romantic Movies",TV-14,2019,110 min,The Last Summer
"Comedies, Romantic Movies",TV-14,2020,133 min,The Kissing Booth 2
"Comedies, Romantic Movies",TV-14,2019,91 min,The Perfect Date
"Comedies, Romantic Movies",TV-14,2018,96 min,First Impression
"Comedies, Romantic Movies",TV-14,2017,97 min,Naked
"Comedies, Romantic Movies",TV-14,2018,97 min,When We First Met
"Comedies, Romantic Movies",TV-14,2019,98 min,Always a Bridesmaid
"Comedies, Romantic Movies",TV-G,2020,87 min,Midnight at the Magnolia
"Comedies, Romantic Movies",TV-MA,2020,105 min,Holidate
"Comedies, Romantic Movies",TV-MA,2018,106 min,Set It Up
"Comedies, Romantic Movies",TV-MA,2020,107 min,Desperados
"Comedies, Romantic Movies",TV-MA,2018,78 min,Happy Anniversary
"Comedies, Romantic Movies",TV-MA,2018,84 min,Professor Mack
"Comedies, Romantic Movies",TV-MA,2016,86 min,Boy Bye
"Comedies, Romantic Movies",TV-MA,2020,90 min,The Wrong Missy
"Comedies, Romantic Movies",TV-MA,2015,91 min,My Ex-Ex
"Comedies, Romantic Movies",TV-MA,2017,92 min,F the Prom
"Comedies, Romantic Movies",TV-MA,2018,94 min,Ibiza
"Comedies, Romantic Movies",TV-MA,2019,98 min,Love Dot Com: The Social Experiment
"Comedies, Romantic Movies",TV-PG,2017,85 min,You Can’t Fight Christmas
"Comedies, Romantic Movies",TV-PG,2012,87 min,Christmas Crush
"Comedies, Romantic Movies",TV-PG,2011,92 min,Dear Santa
"Comedies, Romantic Movies",TV-PG,2019,98 min,Falling Inn Love
"Comedies, Romantic Movies",UR,2007,99 min,Good Luck Chuck
"Comedies, Romantic Movies, Sports Movies",PG-13,2012,106 min,Playing for Keeps
"Comedies, Sci-Fi & Fantasy",PG-13,2001,102 min,Evolution
"Comedies, Sci-Fi & Fantasy",PG-13,2006,108 min,Click
"Comedies, Sci-Fi & Fantasy",TV-14,2016,94 min,Sadie's Last Days on Earth
"Comedies, Sports Movies",PG,2006,92 min,Nacho Libre
"Comedies, Sports Movies",PG-13,2008,87 min,The Love Guru
"Comedies, Sports Movies",PG-13,2007,88 min,Hot Rod
"Comedies, Sports Movies",PG-13,2019,90 min,Benchwarmers 2: Breaking Balls
"Comedies, Sports Movies",PG-13,1998,90 min,The Waterboy
"Comedies, Sports Movies",R,1998,103 min,BASEketball
"Comedies, Sports Movies",R,2020,107 min,Wheels of Fortune
"Comedies, Sports Movies",R,2011,92 min,Goon
"Crime TV Shows, Docuseries",TV-14,2013,1 Season,Brave Miss World
"Crime TV Shows, Docuseries",TV-14,2019,1 Season,The Confession Killer
"Crime TV Shows, Docuseries",TV-MA,2019,1 Season,Don't F**k with Cats: Hunting an Internet Killer
"Crime TV Shows, Docuseries",TV-MA,2021,1 Season,Night Stalker: The Hunt for a Serial Killer
"Crime TV Shows, Docuseries",TV-MA,2020,1 Season,The Pharmacist
"Crime TV Shows, Docuseries",TV-MA,2020,1 Season,"Tiger King: Murder, Mayhem and Madness"
"Crime TV Shows, Docuseries",TV-MA,2018,1 Season,Unabomber - In His Own Words
"Crime TV Shows, Docuseries, International TV Shows",TV-14,2020,1 Season,Carmel: Who Killed Maria Marta?
"Crime TV Shows, Docuseries, International TV Shows",TV-14,2012,1 Season,Los tiempos de Pablo Escobar
"Crime TV Shows, Docuseries, International TV Shows",TV-MA,2019,1 Season,1994
"Crime TV Shows, Docuseries, International TV Shows",TV-MA,2020,1 Season,La Línea: Shadow of Narco
"Crime TV Shows, Docuseries, International TV Shows",TV-MA,2020,1 Season,"Nisman: The Prosecutor, the President, and the Spy"
"Crime TV Shows, Docuseries, International TV Shows",TV-MA,2020,1 Season,Room 2806: The Accusation
"Crime TV Shows, Docuseries, International TV Shows",TV-MA,2020,1 Season,SanPa: Sins of the Savior
"Crime TV Shows, Docuseries, International TV Shows",TV-MA,2019,1 Season,The Alcàsser Murders
"Crime TV Shows, Docuseries, International TV Shows",TV-MA,2016,8 Seasons,Under Arrest
"Crime TV Shows, Docuseries, TV Mysteries",TV-MA,2018,1 Season,Evil Genius
"Crime TV Shows, International TV Shows, Korean TV Shows",TV-14,2017,1 Season,Man to Man
"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",TV-14,2016,1 Season,La Viuda Negra
"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",TV-MA,2019,1 Season,Crime Diaries: Night Out
"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",TV-MA,2019,1 Season,Criminal: Spain
"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",TV-MA,2020,1 Season,Someone Has to Die
"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",TV-MA,2020,1 Season,The Minions of Midas
"Crime TV Shows, International TV Shows, TV Action & Adventure",TV-MA,2019,1 Season,Nowhere Man
"Crime TV Shows, International TV Shows, TV Dramas",TV-14,2020,1 Season,Futmalls.com
"Crime TV Shows, International TV Shows, TV Dramas",TV-MA,2018,1 Season,Age of Rebellion
"Crime TV Shows, International TV Shows, TV Dramas",TV-MA,2018,1 Season,Bitter Daisies
"Crime TV Shows, International TV Shows, TV Dramas",TV-MA,2014,1 Season,Black Money Love
"Crime TV Shows, International TV Shows, TV Dramas",TV-MA,2020,1 Season,Inhuman Resources
"Crime TV Shows, International TV Shows, TV Dramas",TV-MA,2017,1 Season,Innocent
"Crime TV Shows, International TV Shows, TV Dramas",TV-MA,2016,1 Season,Jack Taylor
"Crime TV Shows, International TV Shows, TV Dramas",TV-MA,2020,1 Season,Jamtara - Sabka Number Ayega
"Crime TV Shows, International TV Shows, TV Dramas",TV-MA,2019,1 Season,Sleepless Society: Insomnia
"Crime TV Shows, International TV Shows, TV Dramas",TV-MA,2020,1 Season,Sleepless Society: Two Pillows & A Lost Soul
"Crime TV Shows, International TV Shows, TV Dramas",TV-MA,2020,1 Season,The Forest of Love: Deep Cut
"Crime TV Shows, International TV Shows, TV Dramas",TV-MA,2018,1 Season,The Mire
"Crime TV Shows, International TV Shows, TV Dramas",TV-MA,2019,1 Season,The Trial
"Crime TV Shows, International TV Shows, TV Dramas",TV-MA,2019,1 Season,The Twelve
"Crime TV Shows, International TV Shows, TV Dramas",TV-MA,2020,1 Season,The Victims' Game
"Crime TV Shows, International TV Shows, TV Dramas",TV-MA,2019,2 Seasons,Sacred Games
"Crime TV Shows, Romantic TV Shows, Spanish-Language TV Shows",TV-14,2014,1 Season,Camelia la Texana
"Crime TV Shows, Romantic TV Shows, TV Dramas",TV-MA,2019,2 Seasons,You
"Crime TV Shows, TV Action & Adventure",TV-14,2019,8 Seasons,Arrow
"Crime TV Shows, TV Action & Adventure, TV Dramas",TV-MA,2019,5 Seasons,Gotham
"Crime TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy",TV-14,2019,6 Seasons,The Flash
"Crime TV Shows, TV Dramas, TV Mysteries",TV-14,2019,4 Seasons,Riverdale
"Cult Movies, Documentaries, LGBTQ Movies",TV-MA,1968,66 min,The Queen
"Cult Movies, Dramas, International Movies",TV-14,1982,134 min,Disco Dancer
"Cult Movies, Dramas, Thrillers",NR,1998,101 min,The Interview
"Cult Movies, Dramas, Thrillers",R,2007,158 min,Zodiac
"Cult Movies, Horror Movies",NR,1987,84 min,Mad Ron's Prevues from Hell
"Cult Movies, Horror Movies",PG,1977,96 min,The Car
"Cult Movies, Horror Movies",R,1988,87 min,Child's Play
"Cult Movies, Horror Movies",R,1992,99 min,Candyman
"Cult Movies, Horror Movies, Independent Movies",R,2018,110 min,Tales From the Hood 2
"Cult Movies, Horror Movies, Independent Movies",R,1974,83 min,The Texas Chainsaw Massacre
"Cult Movies, Horror Movies, Thrillers",R,2000,98 min,Final Destination
"Cult Movies, Independent Movies, Thrillers",R,2013,90 min,Only God Forgives
Documentaries,G,2017,78 min,Ghost of the Mountains
Documentaries,G,2007,89 min,The Pixar Story
Documentaries,NR,2016,103 min,Holy Hell
Documentaries,NR,2015,61 min,Fishtail
Documentaries,NR,2015,84 min,(T)ERROR
Documentaries,NR,2016,84 min,Newtown
Documentaries,NR,2016,85 min,Sour Grapes
Documentaries,NR,2016,86 min,APEX: The Story of the Hypercar
Documentaries,NR,2015,86 min,Prescription Thugs
Documentaries,NR,2016,88 min,Rats
Documentaries,NR,2016,90 min,Harry Benson: Shoot First
Documentaries,NR,2011,90 min,Miss Representation
Documentaries,NR,2012,93 min,After Porn Ends
Documentaries,NR,2015,93 min,Raiders!: The Story of the Greatest Fan Film Ever Made
Documentaries,PG,2010,111 min,"Waiting for ""Superman"""
Documentaries,PG,2011,76 min,Being Elmo: A Puppeteer's Journey
Documentaries,PG,2017,78 min,Water & Power: A California Heist
Documentaries,PG,2011,79 min,Jiro Dreams of Sushi
Documentaries,PG,2020,84 min,David Attenborough: A Life on Our Planet
Documentaries,PG,2019,88 min,Knock Down The House
Documentaries,PG,2020,89 min,Becoming
Documentaries,PG,2013,90 min,Inequality for All
Documentaries,PG,2011,96 min,Forks Over Knives
Documentaries,PG,2016,97 min,Before the Flood
Documentaries,PG-13,2013,103 min,The Unknown Known
Documentaries,PG-13,2015,109 min,Jeremy Scott: The People's Designer
Documentaries,PG-13,2013,83 min,Blackfish
Documentaries,PG-13,2005,87 min,Rize
Documentaries,PG-13,2015,89 min,He Named Me Malala
Documentaries,PG-13,2020,90 min,Dick Johnson Is Dead
Documentaries,PG-13,2014,91 min,A Murder in the Park
Documentaries,PG-13,2020,91 min,Giving Voice
Documentaries,PG-13,2017,94 min,I Am Not Your Negro
Documentaries,PG-13,2020,94 min,The Social Dilemma
Documentaries,PG-13,2009,96 min,Good Hair
Documentaries,PG-13,2012,98 min,Bully
Documentaries,PG-13,2016,98 min,Lo and Behold: Reveries of the Connected World
Documentaries,R,2020,100 min,Father Soldier Son
Documentaries,R,2017,102 min,Whose Streets?
Documentaries,R,2015,103 min,Freeway: Crack in the System
Documentaries,R,2016,103 min,Jeremiah Tower: The Last Magnificent
Documentaries,R,2014,104 min,The Seven Five
Documentaries,R,2015,110 min,De Palma
Documentaries,R,2017,114 min,LA 92
Documentaries,R,2016,76 min,The B-Side: Elsa Dorfman's Portrait Photography
Documentaries,R,2002,81 min,Jerry Seinfeld: Comedian
Documentaries,R,2013,82 min,Cutie and the Boxer
Documentaries,R,2012,91 min,Ai Weiwei: Never Sorry
Documentaries,TV-14,2017,100 min,Mission Control: The Unsung Heroes of Apollo
Documentaries,TV-14,2014,100 min,Print the Legend
Documentaries,TV-14,2017,101 min,American Circumcision
Documentaries,TV-14,2018,101 min,The Bleeding Edge
Documentaries,TV-14,2017,102 min,Oklahoma City
Documentaries,TV-14,2019,103 min,Capital in the Twenty-First Century
Documentaries,TV-14,2016,106 min,Bobby Sands: 66 Days
Documentaries,TV-14,2017,107 min,Heal
Documentaries,TV-14,2019,110 min,American Factory
Documentaries,TV-14,2016,112 min,For the Love of Spock
Documentaries,TV-14,2016,112 min,The Ivory Game
Documentaries,TV-14,2018,113 min,NOVA: Decoding the Weather Machine
Documentaries,TV-14,2017,114 min,Cuba and the Cameraman
Documentaries,TV-14,2018,116 min,The Mayo Clinic
Documentaries,TV-14,2020,17 min,The Claudia Kishi Club
Documentaries,TV-14,2018,24 min,Lessons from a School Shooting: Notes from Dunblane
Documentaries,TV-14,2021,32 min,What Would Sophia Loren Do?
Documentaries,TV-14,2013,35 min,From One Second to the Next
Documentaries,TV-14,2016,40 min,Cristina
Documentaries,TV-14,2017,40 min,Heroin(e)
Documentaries,TV-14,2017,40 min,Long Shot
Documentaries,TV-14,2008,46 min,Real Crime: Diamond Geezers
Documentaries,TV-14,2017,47 min,How to Stage a Coup
Documentaries,TV-14,2017,48 min,Meet the Trumps: From Immigrant to President
Documentaries,TV-14,2017,50 min,Not Alone
Documentaries,TV-14,2016,50 min,Why Are We Getting So Fat?
Documentaries,TV-14,2016,52 min,E-Cigarettes: Miracle or Menace?
Documentaries,TV-14,2017,52 min,Jugaad
Documentaries,TV-14,2017,52 min,What Makes a Psychopath?
Documentaries,TV-14,2018,53 min,American Experience: The Island Murder
Documentaries,TV-14,2019,53 min,The Creative Brain
Documentaries,TV-14,2018,54 min,I Am Maris
Documentaries,TV-14,2017,54 min,NOVA: Holocaust Escape Tunnel
Documentaries,TV-14,2013,55 min,Secrets of Scotland Yard
Documentaries,TV-14,2018,56 min,Betty White: First Lady of Television
Documentaries,TV-14,2016,59 min,The Bomb
Documentaries,TV-14,2017,68 min,Patient Seventeen
Documentaries,TV-14,2018,69 min,Stars in the Sky: A Hunting Story
Documentaries,TV-14,2014,70 min,Gardeners of Eden
Documentaries,TV-14,2018,70 min,The Last Resort
Documentaries,TV-14,2015,74 min,Catching the Sun
Documentaries,TV-14,2016,75 min,100 Years: One Woman's Fight for Justice
Documentaries,TV-14,2019,76 min,The Pursuit
Documentaries,TV-14,2019,77 min,Brené Brown: The Call to Courage
Documentaries,TV-14,2016,78 min,Minimalism: A Documentary About the Important Things
Documentaries,TV-14,2016,78 min,Vegas Baby
Documentaries,TV-14,2016,79 min,Defying the Nazis: The Sharps' War
Documentaries,TV-14,2017,79 min,Joshua: Teenager vs. Superpower
Documentaries,TV-14,2016,79 min,The House on Coco Road
Documentaries,TV-14,2011,80 min,Without Gorky
Documentaries,TV-14,2017,81 min,Casting JonBenet
Documentaries,TV-14,2017,81 min,Teach Us All
Documentaries,TV-14,2016,84 min,To Be a Miss
Documentaries,TV-14,2013,86 min,Hank: Five Years from the Brink
Documentaries,TV-14,2018,86 min,Memory Games
Documentaries,TV-14,2016,86 min,Theo Who Lived
Documentaries,TV-14,2016,88 min,House of Z
Documentaries,TV-14,2018,88 min,Merata: How Mum Decolonised the Screen
Documentaries,TV-14,2015,88 min,Star Men
Documentaries,TV-14,2018,88 min,Take Your Pills
Documentaries,TV-14,2018,88 min,The Devil We Know
Documentaries,TV-14,2016,89 min,Alive and Kicking
Documentaries,TV-14,2017,89 min,Bombshell: The Hedy Lamarr Story
Documentaries,TV-14,2017,90 min,Abducted in Plain Sight
Documentaries,TV-14,2017,91 min,A Week in Watts
Documentaries,TV-14,2016,93 min,Enlighten Us
Documentaries,TV-14,2016,93 min,The C Word
Documentaries,TV-14,2015,95 min,Harold and Lillian: A Hollywood Love Story
Documentaries,TV-14,2017,95 min,One of Us
Documentaries,TV-14,2018,95 min,Spitfire: The Plane that Saved the World
Documentaries,TV-14,2018,96 min,Behind the Curve
Documentaries,TV-14,2017,96 min,Nobody Speak: Trials of the Free Press
Documentaries,TV-14,2018,96 min,Seeing Allred
Documentaries,TV-14,2017,96 min,The Power of Grayskull: The Definitive History of He-Man and the Masters of the Universe
Documentaries,TV-14,2018,97 min,Shirkers
