country,Sum of budget,genre,language,r date,Sum of revenue,Sum of score,title
AU,460000000,"Science Fiction, Adventure, Action", English,2022-12-15 00:00:00,2316794914,78,Avatar: The Way of Water
AU,400000000,"Adventure, Science Fiction, Action", English,2019-04-24 00:00:00,2794731755,83,Avengers: Endgame
AU,379000000,"Adventure, Action, Fantasy", English,2011-05-19 00:00:00,1045713802,65,Pirates of the Caribbean: On Stranger Tides
AU,365000000,"Action, Adventure, Science Fiction", English,2015-04-23 00:00:00,1395316979,73,Avengers: Age of Ultron
US,340000000,"Action, Crime, Thriller", English,2023-05-19 00:00:00,0,0,Fast X
AU,339300000,"Adventure, Drama, Family", English,2019-07-17 00:00:00,2633927421,142,The Lion King
AU,339300000,"Family, Animation, Drama", English,1994-08-25 00:00:00,2633927421,166,The Lion King
TH,310800000,"Action, Comedy", Thai,2023-04-06 00:00:00,1033907627.8,40,Thunder Monk
AU,309000000,"Action, Adventure, Drama", English,2010-05-12 00:00:00,407669018,128,Robin Hood
AU,309000000,"Adventure, Action, Thriller", English,2019-02-01 00:00:00,407669018,118,Robin Hood
AU,309000000,"Animation, Family", English,2013-09-11 00:00:00,407669018,146,Robin Hood
AU,300000000,"Action, Adventure, Science Fiction", English,2017-11-16 00:00:00,655945209,61,Justice League
AU,300000000,"Action, Adventure, Thriller", English,2015-11-12 00:00:00,879077344,65,Spectre
AU,300000000,"Adventure, Action, Science Fiction", English,2018-04-25 00:00:00,2048359754,83,Avengers: Infinity War
AU,300000000,"Adventure, Fantasy, Action", English,2007-05-24 00:00:00,961000000,72,Pirates of the Caribbean: At World's End
US,294700000,"Adventure, Action", English,2023-06-30 00:00:00,1240261.6,0,Indiana Jones and the Dial of Destiny
AU,290000000,"Adventure, Fantasy, Drama, Action", English,2020-09-04 00:00:00,373473540,138,Mulan
AU,290000000,"Animation, Family, Adventure", English,1998-09-03 00:00:00,373473540,158,Mulan
US,290000000,"Action, Adventure, Thriller", English,2023-07-14 00:00:00,1240261.6,0,Mission: Impossible - Dead Reckoning Part One
AU,285000000,"Action, Drama, Science Fiction", English,2014-05-15 00:00:00,905076069,126,Godzilla
AU,285000000,"Science Fiction, Action, Adventure", English,2012-04-25 00:00:00,1563685627,154,The Avengers
AU,285000000,"Science Fiction, Action, Thriller", English,1998-06-11 00:00:00,905076069,112,Godzilla
AU,285000000,"Thriller, Science Fiction, Action, Adventure", English,1998-11-05 00:00:00,1563685627,88,The Avengers
JP,285000000,"Thriller, Horror, Science Fiction", Japanese,1954-11-03 00:00:00,905076069,152,Godzilla
AU,275000000,"Adventure, Action, Fantasy", English,1999-06-24 00:00:00,826339393,138,The Mummy
AU,275000000,"Adventure, Action, Science Fiction", English,2019-12-19 00:00:00,1072767997,64,Star Wars: The Rise of Skywalker
AU,275000000,"Fantasy, Thriller, Action, Adventure, Horror", English,2017-06-08 00:00:00,826339393,110,The Mummy
AU,275000000,"Science Fiction, Adventure, Action", English,2018-05-24 00:00:00,393151347,66,Solo: A Star Wars Story
BR,264940000,Comedy, Portuguese,2022-07-29 00:00:00,175269998.8,0,Hora de Brilhar
ES,264940000,Comedy," Spanish, Castilian",2023-03-24 00:00:00,175269998.8,0,GyG 2: El Hotel de los Líos
ES,264940000,Comedy," Spanish, Castilian",2023-04-05 00:00:00,175269998.8,0,De Caperucita a loba
FR,264940000,Comedy, French,2023-04-12 00:00:00,175269998.8,0,How to Survive Without Mum
GB,264940000,"Action, Drama, War", English,2023-04-14 00:00:00,175269998.8,0,The Last Kingdom: Seven Kings Must Die
HK,264940000,Comedy, Cantonese,1994-01-01 00:00:00,175269998.8,0,Wai's Romance
IN,264940000,"", Malayalam,2023-05-05 00:00:00,178359863,0,Charles Enterprises
IN,264940000,Comedy, Tamil,2023-04-07 00:00:00,175269998.8,0,"August 16, 1947"
JP,264940000,Comedy, Japanese,2019-05-10 00:00:00,175269998.8,0,Step Up Love Story: Double Love
JP,264940000,"Fantasy, Action, Adventure", English,2023-04-28 00:00:00,175269998.8,0,Knights of the Zodiac
PH,264940000,Comedy, Tagalog,2023-04-08 00:00:00,175269998.8,0,Here Comes the Groom
PH,264940000,"Comedy, Romance", Tagalog,2023-04-08 00:00:00,178359863,0,Single Bells
RU,264940000,"Comedy, Romance", Russian,2023-04-06 00:00:00,178359863,0,Я хочу! Я буду!
TH,264940000,Comedy, Thai,2023-04-06 00:00:00,175269998.8,0,Tiger Running
US,264940000,"Animation, Action, Adventure, Science Fiction", English,2023-06-02 00:00:00,175269998.8,0,Spider-Man: Across the Spider-Verse
US,264940000,"Animation, Family, Fantasy, Comedy", English,2023-06-30 00:00:00,175269998.8,0,"Ruby Gillman, Teenage Kraken"
FR,264000000,"Documentary, TV Movie", French,2023-02-24 00:00:00,1263824107,90,Charlton Heston: Radical to Right Wing
AU,263700000,"Action, Adventure, Science Fiction", English,2012-03-08 00:00:00,282778100,63,John Carter
AU,263000000,"Action, Adventure, Fantasy", English,2016-03-24 00:00:00,872395091,59,Batman v Superman: Dawn of Justice
AU,260000000,"Animation, Family", English,2011-01-06 00:00:00,583777242,76,Tangled
AU,258000000,"Fantasy, Action, Adventure", English,2007-06-04 00:00:00,894860230,64,Spider-Man 3
JP,256940000,"Animation, Action, Fantasy", Japanese,2023-06-16 00:00:00,175269998.8,0,Black Clover: Sword of the Wizard King
MX,254000000,"Music, Comedy, Drama"," Spanish, Castilian",2023-12-31 00:00:00,1656280462,90,"La Usurpadora, the Musical"
AU,250000000,"Action, Adventure, Fantasy", English,2014-12-26 00:00:00,940323039,73,The Hobbit: The Battle of the Five Armies
AU,250000000,"Action, Adventure, Science Fiction", English,2022-11-10 00:00:00,854041058,73,Black Panther: Wakanda Forever
AU,250000000,"Action, Crime, Thriller", English,2017-04-12 00:00:00,1236703796,69,The Fate of the Furious
AU,250000000,"Adventure, Action, Science Fiction", English,2016-04-28 00:00:00,1151899586,74,Captain America: Civil War
AU,250000000,"Adventure, Action, Thriller", English,2021-11-11 00:00:00,759959662,74,No Time to Die
AU,250000000,"Adventure, Fantasy", English,2009-07-15 00:00:00,929411069,77,Harry Potter and the Half-Blood Prince
AU,250000000,"Adventure, Fantasy", English,2010-11-13 00:00:00,954305868,78,Harry Potter and the Deathly Hallows: Part 1
AU,250000000,"Fantasy, Action, Comedy", English,2022-07-06 00:00:00,760928081,66,Thor: Love and Thunder
AU,250000000,"Fantasy, Adventure, Action", English,2013-12-26 00:00:00,959358436,76,The Hobbit: The Desolation of Smaug
AU,250000000,"Science Fiction, Adventure, Comedy", English,2023-05-04 00:00:00,1240261.6,0,Guardians of the Galaxy Volume 3
DE,246000000,"TV Movie, Comedy, Romance", English,2023-04-06 00:00:00,178359863,0,Stepping into Love
US,246000000,"Comedy, Romance", English,2023-06-23 00:00:00,178359863,0,No Hard Feelings
US,246000000,"Horror, Mystery", English,2023-09-08 00:00:00,175269998.8,0,The Nun 2
US,246000000,"TV Movie, Comedy, Romance", English,2023-04-08 00:00:00,178359863,0,The Professional Bridesmaid
AU,245000000,"Adventure, Action, Science Fiction, Fantasy", English,2015-12-17 00:00:00,2068223624,73,Star Wars: The Force Awakens
US,245000000,"Action, Adventure, Drama, Fantasy", English,2015-03-13 00:00:00,695603768.6,60,David and Goliath
AU,244940000,"Horror, Thriller", English,2023-04-27 00:00:00,175269998.8,0,The Black Demon
US,244940000,"Horror, Thriller", English,2023-04-14 00:00:00,175269998.8,0,Nefarious
US,244940000,"Horror, Thriller", English,2023-07-07 00:00:00,175269998.8,0,Insidious: The Red Door
GB,241940000,Documentary, No Language,2023-04-07 00:00:00,175269998.8,0,Grenfell
GB,241940000,"Thriller, Romance", English,2023-06-05 00:00:00,178359863,0,Darker Shades of Summer
TR,241940000,Documentary, Turkish,2023-04-07 00:00:00,175269998.8,0,"Days of Fire, Love and Anarchy"
US,241940000,Documentary, English,2016-03-29 00:00:00,175269998.8,0,Mira
US,241940000,Documentary, English,2019-08-09 00:00:00,175269998.8,0,DC Spotlight: SHAZAM!
US,241940000,Documentary, English,2022-12-02 00:00:00,175269998.8,0,The Story of Super Mario Kart
US,241940000,Documentary, English,2023-04-09 00:00:00,175269998.8,0,"Lying in Bed Alone, Breathing"
UY,241940000,Documentary, English,2023-04-07 00:00:00,175269998.8,0,Questions for Memories
AU,237000000,"Action, Adventure, Fantasy, Science Fiction", English,2009-12-17 00:00:00,2923706026,76,Avatar
US,235000000,"Animation, Adventure, Crime, Family, Comedy", English,2018-08-28 00:00:00,908565495.4,82,Scooby-Doo! and the Gourmet Ghost
JP,234400000,"Animation, Drama, Family", Japanese,2021-08-27 00:00:00,227785473.2,58,The House of the Lost on the Cape
AU,232000000,"Science Fiction, Action, Adventure", English,2006-06-29 00:00:00,391081192,57,Superman Returns
JP,231940000,"Animation, Action, Adventure, Drama, Mystery", Japanese,2023-04-07 00:00:00,178359863,0,Princess Principal Crown Handler: Chapter 3
JP,231940000,"Animation, Action, Crime, Mystery", Japanese,2023-04-14 00:00:00,175269998.8,0,Detective Conan: Black Iron Submarine
US,231940000,"Action, Crime, Thriller, Mystery", English,2023-04-21 00:00:00,175269998.8,0,To Catch a Killer
US,231940000,"Action, Science Fiction, Fantasy, Family", English,2023-04-19 00:00:00,175269998.8,0,Mighty Morphin Power Rangers: Once & Always
US,231940000,"Science Fiction, Action, Horror, Thriller", English,2023-08-04 00:00:00,178359863,0,Meg 2: The Trench
AU,230672000,"Adventure, Drama, Action", English,2005-12-14 00:00:00,651133583,207,King Kong
US,230672000,"Adventure, Fantasy", English,1976-12-17 00:00:00,651133583,186,King Kong
US,230672000,"Adventure, Fantasy, Horror", English,1933-03-15 00:00:00,651133583,228,King Kong
AU,230000000,"Action, Crime, Drama, Thriller", English,2012-07-19 00:00:00,1082228107,78,The Dark Knight Rises
AU,230000000,"Adventure, Action, Fantasy", English,2017-05-25 00:00:00,794861794,66,Pirates of the Caribbean: Dead Men Tell No Tales
AU,230000000,"Adventure, Action, Thriller, Crime", English,2008-10-31 00:00:00,591692078,63,Quantum of Solace
RU,228540000,"Science Fiction, Thriller", Russian,2023-04-06 00:00:00,175269998.8,0,Странный дом
IN,227800000,"", Malayalam,1978-03-08 00:00:00,1916346675,95,Rathinirvedam
US,227800000,Documentary, English,2017-08-07 00:00:00,1644265184,93,Directing Annabelle: Creation
JP,227600000,"Animation, Action", Japanese,2014-08-24 00:00:00,1101791048,82,New Initial D the Movie - Legend 1: Awakening
RU,226000000,"Action, Thriller", English,2023-05-25 00:00:00,175269998.8,0,Kandahar
US,226000000,"Action, Thriller", English,2023-06-16 00:00:00,175269998.8,0,Extraction 2
AU,225000000,"Action, Adventure, Science Fiction", English,2013-06-26 00:00:00,667999518,66,Man of Steel
AU,225000000,"Action, Adventure, Western", English,2013-07-03 00:00:00,260002115,61,The Lone Ranger
AU,225000000,"Adventure, Family, Fantasy", English,2008-06-05 00:00:00,417341288,66,The Chronicles of Narnia: Prince Caspian
ES,223940000,"Romance, Drama"," Spanish, Castilian",2023-06-23 00:00:00,178359863,0,Through My Window: Across the Sea
IN,223940000,"", Malayalam,2023-04-06 00:00:00,178359863,0,Corona Papers
IN,223940000,"Romance, Action, Drama", Telugu,2023-04-07 00:00:00,175269998.8,0,Ahimsa
US,223940000,"Comedy, Adventure", English,2023-06-09 00:00:00,175269998.8,0,Strays
US,223940000,"Crime, Mystery, Thriller", English,2023-05-12 00:00:00,178359863,0,Hypnotic
SG,223000000,"Thriller, Action, Crime", Chinese,2023-04-06 00:00:00,175269998.8,0,Geylang
JP,222000000,Crime, Japanese,1975-06-18 00:00:00,1610291205,90,Oryu's Passion: Bondage Skin
IE,221940000,"Drama, Science Fiction", English,2023-02-28 00:00:00,178359863,0,LOLA
US,221000000,"Music, Documentary", English,2020-11-25 00:00:00,1104642091,86,Folklore: The Long Pond Studio Sessions
AU,220000000,"Action, Adventure, Fantasy", English,2012-07-03 00:00:00,757890267,67,The Amazing Spider-Man
AU,220000000,"Thriller, Action, Adventure, Science Fiction", English,2012-04-11 00:00:00,313477717,58,Battleship
CN,218000000,"Drama, Action", Chinese,2023-04-28 00:00:00,175269998.8,0,Born To Fly
IN,218000000,"Drama, Action, Thriller", Hindi,2012-03-31 00:00:00,523582647,61,Blood Money
AU,217000000,"Action, Adventure, Science Fiction", English,2017-06-16 00:00:00,602893340,61,Transformers: The Last Knight
KR,215600000,"Music, Documentary", Korean,2022-09-08 00:00:00,1748017438,92,BTS: Permission to Dance on Stage - LA
AU,215000000,"Action, Adventure, Science Fiction, Thriller", English,2015-06-11 00:00:00,1669963641,67,Jurassic World
AU,215000000,"Action, Comedy, Science Fiction", English,2012-05-24 00:00:00,654213485,65,Men in Black 3
FR,214800000,"Drama, Horror, Thriller", French,2018-03-07 00:00:00,692152526.4,61,The Night Eats the World
IN,213940000,"Action, Crime, Thriller", Hindi,2023-04-07 00:00:00,175269998.8,0,Gumraah
IN,213940000,"Romance, Comedy", English,2023-03-24 00:00:00,178359863,0,Ki Main Jhoot Boleya
IT,213940000,History, Italian,1999-01-01 00:00:00,175269998.8,0,Jesus
PH,213940000,Music, Tagalog,2023-04-08 00:00:00,175269998.8,0,Kahit Maputi na ang Buhok Ko
US,213940000,"Action, Adventure, Thriller, War", English,2023-09-22 00:00:00,178359863,0,The Expendables 4
US,213940000,"Romance, Comedy", English,2023-04-07 00:00:00,178359863,0,"I’m Up, I’m Up"
US,213940000,"TV Movie, Romance, Drama", English,2023-04-09 00:00:00,178359863,0,The Blessing Bracelet
US,213400000,"Horror, Thriller, TV Movie", English,2018-12-07 00:00:00,404133273.8,59,Pooka!
AU,213000000,"Crime, Comedy", English,2023-04-13 00:00:00,178359863,0,Mafia Mamma
CA,213000000,"Thriller, Drama, Horror", English,2015-08-28 00:00:00,478445768.8,58,Backcountry
US,213000000,"Adventure, Action, Comedy, Romance", English,2023-04-20 00:00:00,175269998.8,0,Ghosted
US,213000000,"Adventure, Fantasy, Family", English,2023-04-28 00:00:00,175269998.8,0,Peter Pan & Wendy
US,213000000,"Drama, History", English,2023-04-14 00:00:00,175269998.8,0,Sweetwater
ES,212000000,"Drama, Science Fiction, Romance"," Spanish, Castilian",2017-04-07 00:00:00,621721971.2,58,Orbiter 9
JP,212000000,"Animation, Adventure, Family", Japanese,2019-04-19 00:00:00,587268029.2,73,Crayon Shin-chan: Honeymoon Hurricane ~The Lost Hiroshi~
US,211940000,"Comedy, Animation, Family, Action, Adventure", English,2023-08-04 00:00:00,178359863,0,Teenage Mutant Ninja Turtles: Mutant Mayhem
US,211000000,"Horror, Thriller, Mystery", English,2019-11-21 00:00:00,380737637.6,56,Behind the Trees
AU,210000000,"Action, Science Fiction, Adventure", English,1984-12-14 00:00:00,419278281,124,Dune
AU,210000000,"Adventure, Fantasy, Romance, Family", English,2019-05-24 00:00:00,1550637732,142,Aladdin
AU,210000000,"Animation, Family, Adventure, Fantasy, Romance", English,1993-06-03 00:00:00,1550637732,152,Aladdin
AU,210000000,"Science Fiction, Action, Adventure", English,2009-06-24 00:00:00,836519699,62,Transformers: Revenge of the Fallen
AU,210000000,"Science Fiction, Action, Adventure", English,2014-06-26 00:00:00,1104054072,59,Transformers: Age of Extinction
AU,210000000,"Science Fiction, Adventure", English,2021-12-02 00:00:00,419278281,156,Dune
JP,209000000,"Action, Adventure, Animation, Science Fiction", Japanese,2012-12-01 00:00:00,815350721.2,80,Inazuma Eleven Go vs. Danball Senki W
US,209000000,"Comedy, Western"," Spanish, Castilian",1951-02-05 00:00:00,1018310539,81,El Siete Machos
AU,208000000,"Animation, Comedy, Romance, Drama, Fantasy", Japanese,2019-10-10 00:00:00,637885942.8,82,Rascal Does Not Dream of a Dreaming Girl
US,208000000,"Adventure, Animation, Comedy, Fantasy, Mystery", English,2008-12-07 00:00:00,791131156.2,85,Adventure Time
US,207600000,"Action, Adventure, Science Fiction, Fantasy, Comedy, Horror", English,2018-05-01 00:00:00,560466325.2,60,Tremors: A Cold Day in Hell
AU,206800000,"Family, Animation, Comedy", English,1996-04-10 00:00:00,449460811.2,75,A Close Shave
IE,205740000,"Action, Adventure, Drama", English,2017-07-13 00:00:00,369568165,59,Pilgrimage
AU,205000000,"Action, Thriller, Science Fiction", English,2020-08-27 00:00:00,360240189,72,Tenet
AU,205000000,"Adventure, Fantasy", English,2007-12-12 00:00:00,367262558,60,The Golden Compass
DE,205000000,"Family, Fantasy, Adventure, Comedy", German,2022-11-03 00:00:00,592706910.2,57,Hui Buh und das Hexenschloss
US,205000000,"Action, Thriller, Crime", English,2023-09-01 00:00:00,175269998.8,0,The Equalizer 3
US,205000000,"Adventure, Family, Fantasy, Romance", English,2023-05-26 00:00:00,178359863,0,The Little Mermaid
US,205000000,"Comedy, Romance, Science Fiction", English,2023-06-16 00:00:00,178359863,0,Asteroid City
US,204000000,"Adventure, Comedy, Animation, Family, Action, Thriller", English,2009-12-09 00:00:00,562654854.2,73,Killer Bean Forever
KR,203940000,"Fantasy, Drama, Comedy", Korean,2018-09-27 00:00:00,178359863,0,Dancing With Ghosts
US,203940000,"Animation, Family, Comedy", English,2023-09-29 00:00:00,178359863,0,PAW Patrol: The Mighty Movie
US,203540000,"Animation, Family, Romance, Comedy, Fantasy", English,2023-06-16 00:00:00,178359863,0,Elemental
GB,203200000,"Documentary, Crime", English,2022-02-02 00:00:00,532344463.4,70,The Tinder Swindler
AU,203000000,"Animation, Family, Fantasy, Adventure", English,1951-12-21 00:00:00,1025491110,144,Alice in Wonderland
AU,203000000,"Animation, Fantasy, Adventure, Action, Family", English,2019-12-03 00:00:00,667583138.8,81,How to Train Your Dragon: Homecoming
AU,203000000,"Family, Fantasy, Adventure", English,2010-07-01 00:00:00,1025491110,132,Alice in Wonderland
AU,203000000,"Fantasy, Family", English,1999-08-13 00:00:00,1025491110,126,Alice in Wonderland
JP,203000000,"Animation, Fantasy, Adventure, Action", Japanese,2022-12-20 00:00:00,667583138.8,81,The Seven Deadly Sins: Grudge of Edinburgh Part 1
US,203000000,"Drama, Romance, Mystery"," Spanish, Castilian",2022-10-12 00:00:00,178359863,0,Trenque Lauquen
US,203000000,"Family, Animation, Mystery, Adventure, Comedy, Fantasy, Music", English,2012-03-13 00:00:00,632965969.8,78,Scooby-Doo! Music of the Vampire
US,202400000,"History, Drama, TV Movie", English,1994-12-04 00:00:00,606550296.2,59,Jacob
AU,202000000,"Family, Adventure, Drama, Fantasy", English,2016-04-07 00:00:00,997878777,138,The Jungle Book
AU,202000000,"Family, Animation, Adventure", English,1968-12-18 00:00:00,997878777,146,The Jungle Book
US,202000000,"Family, Adventure, Drama", English,1994-12-23 00:00:00,997878777,120,The Jungle Book
JP,201940000,"", Japanese,1983-12-02 00:00:00,38157314,10,Beauty Rope Cosmetology
KR,201940000,"Drama, Romance", Korean,2018-06-29 00:00:00,38157314,10,Sex Exchange
KR,201940000,"Drama, Romance", Korean,2018-07-26 00:00:00,38157314,10,An Affair: My Sister-in-law's Love
KR,201940000,"Drama, Romance", Korean,2019-10-28 00:00:00,38157314,10,Good Mom's Friend 3
KR,201940000,Romance, Korean,2017-11-09 00:00:00,38157314,10,My Student's Mom 2
KR,201940000,Romance, Korean,2017-12-07 00:00:00,38157314,10,Pleasure Guide
KR,201940000,Romance, Korean,2018-01-25 00:00:00,38157314,10,An Affair: Kind Daughters-in-law
KR,201940000,Romance, Korean,2018-06-26 00:00:00,38157314,10,Next Door Sisters
KR,201940000,Romance, Korean,2018-07-10 00:00:00,38157314,10,Romance: Mother's Friend
KR,201940000,Romance, Korean,2018-08-10 00:00:00,38157314,10,My Friend's Sister 2
KR,201940000,Romance, Korean,2018-09-28 00:00:00,38157314,10,Young Mother's Friend
KR,201940000,Romance, Korean,2019-01-17 00:00:00,38157314,10,Good Water Boarding House 2
KR,201940000,Romance, Korean,2019-03-22 00:00:00,38157314,10,Young Mom 2
KR,201940000,Romance, Korean,2019-08-22 00:00:00,38157314,10,Young Aunt 2
KR,201940000,Romance, Korean,2020-01-03 00:00:00,38157314,10,The Reunion for Swapping
KR,201940000,Romance, Korean,2020-02-06 00:00:00,38157314,10,Obscene House: Slave Wife
KR,201940000,Romance, Korean,2020-03-13 00:00:00,38157314,10,Boarding House: Hungry Wolves
KR,201940000,Romance, Korean,2020-05-14 00:00:00,38157314,10,Wife for Rent
KR,201940000,Romance, Korean,2020-05-27 00:00:00,38157314,10,Bosomy Backhouse Girl
KR,201940000,Romance, Korean,2020-06-05 00:00:00,38157314,10,Mom's Friend 2020
KR,201860000,"Action, Crime, Drama, Thriller", Korean,2021-06-23 00:00:00,486913179,78,Hard Hit
AR,201000000,Comedy," Spanish, Castilian",2023-03-01 00:00:00,1569323844,100,El asistente
JP,201000000,"", Japanese,1982-02-26 00:00:00,1569323844,100,Porno document: Toruko tokkyû bin
JP,201000000,Drama, Japanese,2019-10-25 00:00:00,1569323844,100,"Furin, hentai, monmon chômon"
KR,201000000,Drama, Korean,2020-02-20 00:00:00,1569323844,100,Orgasm Lecture 2
KR,201000000,"Drama, Romance", Korean,2020-08-31 00:00:00,1569323844,100,Female Boss Hooker
KR,201000000,"Drama, Romance", Korean,2021-01-15 00:00:00,1569323844,100,Pretty Young Sister 4
KR,201000000,Romance, Korean,2020-03-26 00:00:00,1569323844,100,Housekeeper
US,201000000,"Drama, History", English,2022-11-18 00:00:00,1569323844,100,The Chosen: Season 3  - Episodes 1 & 2
US,201000000,"Science Fiction, Thriller", English,2023-06-02 00:00:00,1569323844,100,Simulant
AU,200000000,"Action, Adventure, Animation, Family", English,2018-06-14 00:00:00,1242805359,75,Incredibles 2
AU,200000000,"Action, Adventure, Comedy", English,2019-08-01 00:00:00,760732926,69,Fast & Furious Presents: Hobbs & Shaw
AU,200000000,"Action, Adventure, Crime, Thriller", English,2021-06-17 00:00:00,726229501,72,F9
AU,200000000,"Action, Adventure, Fantasy", English,2004-06-30 00:00:00,794697557,72,Spider-Man 2
AU,200000000,"Action, Adventure, Fantasy", English,2014-04-17 00:00:00,708996336,65,The Amazing Spider-Man 2
AU,200000000,"Action, Adventure, Fantasy", English,2020-12-26 00:00:00,166360232,65,Wonder Woman 1984
AU,200000000,"Action, Adventure, Fantasy", English,2021-07-29 00:00:00,210469803,75,Jungle Cruise
AU,200000000,"Action, Adventure, Science Fiction", English,2009-10-23 00:00:00,757677748,58,2012
AU,200000000,"Action, Adventure, Science Fiction", English,2013-04-24 00:00:00,1215392272,69,Iron Man 3
AU,200000000,"Action, Adventure, Science Fiction", English,2014-05-22 00:00:00,747862775,75,X-Men: Days of Future Past
AU,200000000,"Action, Adventure, Science Fiction", English,2016-12-16 00:00:00,1055083596,75,Rogue One: A Star Wars Story
AU,200000000,"Action, Adventure, Science Fiction", English,2018-02-15 00:00:00,1336494320,74,Black Panther
AU,200000000,"Action, Adventure, Science Fiction", English,2021-07-08 00:00:00,379751131,74,Black Widow
AU,200000000,"Action, Adventure, Science Fiction", English,2021-12-16 00:00:00,1910048245,80,Spider-Man: No Way Home
AU,200000000,"Action, Adventure, Science Fiction, Fantasy", English,2022-10-20 00:00:00,391261706,71,Black Adam
AU,200000000,"Action, Adventure, Thriller", English,2012-11-22 00:00:00,1110526981,72,Skyfall
AU,200000000,"Action, Science Fiction, Adventure", English,2021-07-02 00:00:00,19220000,79,The Tomorrow War
AU,200000000,"Action, Science Fiction, Thriller", English,2009-06-04 00:00:00,365491792,60,Terminator Salvation
AU,200000000,"Action, Thriller", English,2022-07-14 00:00:00,451178,70,The Gray Man
AU,200000000,"Adventure, Action, Science Fiction", English,2017-04-25 00:00:00,863756051,76,Guardians of the Galaxy Vol. 2
AU,200000000,"Adventure, Action, Science Fiction", English,2017-12-14 00:00:00,1332698830,68,Star Wars: The Last Jedi
AU,200000000,"Adventure, Action, Thriller, Science Fiction", English,2011-08-11 00:00:00,219535492,52,Green Lantern
AU,200000000,"Adventure, Animation, Comedy, Family", English,2016-06-16 00:00:00,1025006125,70,Finding Dory
AU,200000000,"Adventure, Fantasy, Action", English,2006-07-06 00:00:00,1065659812,73,Pirates of the Caribbean: Dead Man's Chest
AU,200000000,"Adventure, Fantasy, Action", English,2010-05-27 00:00:00,336365676,63,Prince of Persia: The Sands of Time
AU,200000000,"Adventure, Fantasy, Action", English,2012-12-26 00:00:00,1014938545,73,The Hobbit: An Unexpected Journey
AU,200000000,"Animation, Action, Adventure, Family, Science Fiction", English,2022-06-16 00:00:00,218768299,71,Lightyear
AU,200000000,"Animation, Comedy, Fantasy, Adventure", English,2021-06-18 00:00:00,49750471,79,Luca
AU,200000000,"Animation, Family", English,2013-07-11 00:00:00,743455810,70,Monsters University
AU,200000000,"Animation, Family, Adventure, Comedy", English,2011-06-11 00:00:00,560155383,61,Cars 2
AU,200000000,"Animation, Family, Comedy", English,2010-06-24 00:00:00,1068879522,78,Toy Story 3
AU,200000000,"Animation, Family, Drama, Fantasy", English,2009-11-05 00:00:00,325286646,69,A Christmas Carol
AU,200000000,"Comedy, Crime", English,2021-05-27 00:00:00,233503234,81,Cruella
AU,200000000,"Crime, Mystery, Thriller", English,2022-03-02 00:00:00,766326717,77,The Batman
AU,200000000,"Drama, Romance", English,1997-12-18 00:00:00,2222985568,79,Titanic
AU,200000000,"Family, Adventure, Animation, Comedy, Fantasy", English,2019-06-19 00:00:00,1073064540,75,Toy Story 4
AU,200000000,"Family, Animation, Adventure, Comedy, Fantasy, Action", English,2020-03-20 00:00:00,133357601,77,Onward
AU,200000000,"Fantasy, Action, Adventure", English,2022-05-05 00:00:00,952224986,74,Doctor Strange in the Multiverse of Madness
AU,200000000,"Fantasy, Adventure, Family", English,2013-03-07 00:00:00,490359051,59,Oz the Great and Powerful
AU,200000000,"Fantasy, Adventure, Family", English,2018-11-22 00:00:00,648455339,69,Fantastic Beasts: The Crimes of Grindelwald
AU,200000000,"Fantasy, Adventure, Family", English,2022-04-07 00:00:00,404560145,68,Fantastic Beasts: The Secrets of Dumbledore
AU,200000000,"History, Drama", English,2020-07-03 00:00:00,884648431.4,82,Hamilton
AU,200000000,"Science Fiction, Action, Adventure", English,2019-06-06 00:00:00,246356895,60,Dark Phoenix
AU,200000000,"Science Fiction, Action, Adventure", English,2021-11-04 00:00:00,401731759,70,Eternals
AU,200000000,"Science Fiction, Adventure, Action", English,2023-02-16 00:00:00,466001332,63,Ant-Man and the Wasp: Quantumania
AU,200000000,"War, History, Action, Drama", Chinese,2022-02-11 00:00:00,626203271,69,The Battle at Lake Changjin: Water Gate Bridge
CN,200000000,"Drama, War", Chinese,2021-09-30 00:00:00,902540935,61,The Battle at Lake Changjin
US,200000000,"Action, Adventure, Science Fiction", English,2023-06-09 00:00:00,1240261.6,0,Transformers: Rise of the Beasts
US,200000000,"Crime, Drama, Thriller", English,2023-10-06 00:00:00,1240261.6,0,Killers of the Flower Moon
US,200000000,"Drama, Romance", English,1953-04-11 00:00:00,2222985568,66,Titanic
US,200000000,"Science Fiction, Action, Adventure", English,2023-06-16 00:00:00,1240261.6,0,The Flash
HK,199600000,"Drama, Fantasy", Cantonese,1997-12-01 00:00:00,175269998.8,0,Erotic Ghost Story V
HK,199600000,"Drama, Fantasy", Chinese,1992-01-01 00:00:00,175269998.8,0,The Ghost Story IX
US,199600000,"Drama, Crime, TV Movie", English,2023-04-09 00:00:00,175269998.8,0,Giving Hope: The Ni'cola Mitchell Story
AU,199000000,"Drama, History, War", English,2021-12-23 00:00:00,313735614,65,Benediction
CN,198540000,"Romance, Drama", Korean,2019-03-22 00:00:00,38157314,10,My Girlfriend's Mother 3
KR,198540000,Drama, Korean,2021-02-01 00:00:00,38157314,10,Undryable Younger Cousin
KR,198540000,"Romance, Drama", Korean,2016-10-27 00:00:00,38157314,10,Nice Sister-In-Law
KR,198540000,"Romance, Drama", Korean,2020-06-18 00:00:00,38157314,10,Idol Sex: LA Korean Women
