country,Sum of budget,genre,language,r date,Sum of revenue,Sum of score,title
US,3000000,"Drama, Mystery, Crime", English,1957-12-17 00:00:00,9000000,82,Witness for the Prosecution
US,3000000,"Drama, Romance", English,1958-08-29 00:00:00,17570324,77,Cat on a Hot Tin Roof
US,3000000,"Drama, Romance", English,2013-10-18 00:00:00,2503392,62,I'm in Love with a Church Girl
US,3000000,"Drama, Romance", English,2015-08-28 00:00:00,73989734,78,War Room
US,3000000,"Drama, Romance, Adventure", English,1949-12-21 00:00:00,11500000,66,Samson and Delilah
US,3000000,"Drama, Thriller, Mystery, Action", English,2013-11-27 00:00:00,6219559,59,Oldboy
US,3000000,"Family, Fantasy, Animation, Adventure, TV Movie", English,1977-11-27 00:00:00,244878035.8,66,The Hobbit
US,3000000,"Fantasy, Horror, Science Fiction, Action", English,1993-09-24 00:00:00,3902679,53,Warlock: The Armageddon
US,3000000,Horror, English,1985-11-01 00:00:00,30000000,58,A Nightmare on Elm Street Part 2: Freddy's Revenge
US,3000000,Horror, English,1993-08-13 00:00:00,15935068,45,Jason Goes to Hell: The Final Friday
US,3000000,"Horror, Action, TV Movie", English,2009-07-25 00:00:00,3690227.8,43,Malibu Shark Attack
US,3000000,"Horror, Comedy", English,1993-02-12 00:00:00,242623,74,Braindead
US,3000000,"Horror, Mystery, Thriller", English,1986-08-01 00:00:00,19472523,62,Friday the 13th Part VI: Jason Lives
US,3000000,"Horror, Thriller", English,2009-07-31 00:00:00,10473836,66,The Collector
US,3000000,"Horror, Thriller", English,2009-10-20 00:00:00,37753869.2,56,Wrong Turn 3: Left for Dead
US,3000000,"Horror, Thriller", English,2011-10-17 00:00:00,66263722.8,57,Wrong Turn 4: Bloody Beginnings
US,3000000,"Horror, Thriller", English,2012-10-23 00:00:00,3380105.2,54,Wrong Turn 5: Bloodlines
US,3000000,"Science Fiction, Adventure", English,1979-05-18 00:00:00,257720413.2,69,Battlestar Galactica
US,3000000,"Thriller, Drama", English,1992-05-08 00:00:00,1829804,54,Poison Ivy
AU,2974504.6,"Animation, Music, Family", English,2015-10-31 00:00:00,222840,74,My Little Pony: Equestria Girls: Friendship Games
US,2960017.8,"Mystery, Thriller", English,2003-09-19 00:00:00,29119434,54,Cold Creek Manor
FR,2940457,"Horror, Music", French,2018-09-19 00:00:00,1088907,71,Climax
AU,2937023.8,"Animation, Comedy, Romance", Japanese,2022-12-01 00:00:00,17288993,84,The Quintessential Quintuplets Movie
AU,2937023.8,"Animation, Drama", Japanese,2017-04-06 00:00:00,30156463,84,A Silent Voice: The Movie
AU,2937023.8,"Animation, Science Fiction, Action", Japanese,2004-09-02 00:00:00,20000000,84,Neon Genesis Evangelion: The End of Evangelion
AU,2937023.8,"Romance, Animation, Drama", Japanese,2016-11-24 00:00:00,357986087,85,Your Name.
JP,2910000,"Science Fiction, Action, Animation", Japanese,2016-10-14 00:00:00,2238600,73,Gantz:O
AU,2900000,"Action, Crime, Drama, Mystery", English,2008-11-05 00:00:00,135625049,72,Felon
ES,2900000,"Drama, Thriller, Science Fiction"," Spanish, Castilian",1997-12-19 00:00:00,370720,75,Open Your Eyes
FR,2900000,"Action, Thriller, Horror", French,2018-02-07 00:00:00,692079,64,Revenge
FR,2886392.4,"Horror, Science Fiction, Drama, Thriller", French,2021-05-26 00:00:00,700000,61,Meander
AU,2883848,"Comedy, Music, Romance, Crime", English,1959-10-15 00:00:00,25000000,81,Some Like It Hot
FR,2850000,"Horror, Thriller, Mystery", French,2003-06-18 00:00:00,6435262,68,High Tension
AU,2801100,"Horror, Mystery", English,2021-03-01 00:00:00,41848,50,Death of Me
US,2801100,Horror, English,2013-03-08 00:00:00,23589,50,The ABCs of Death
AU,2800000,Comedy, English,1975-08-28 00:00:00,86300489,79,Young Frankenstein
AU,2800000,"Drama, Comedy, War, History", English,2022-09-30 00:00:00,22418783.2,77,The Greatest Beer Run Ever
AU,2800000,"Romance, Drama", English,2018-03-23 00:00:00,26952508,78,Midnight Sun
IN,2800000,"Action, Comedy, Fantasy", Malayalam,2021-12-16 00:00:00,123093767.4,72,Minnal Murali
KR,2800000,"Crime, Drama, Thriller", Korean,2003-05-02 00:00:00,26000000,81,Memories of Murder
US,2800000,"Comedy, Romance", English,1981-08-26 00:00:00,26279000,58,Private Lessons
US,2800000,"Crime, Drama, Music", English,2005-07-22 00:00:00,23591783,71,Hustle & Flow
US,2800000,"Crime, Drama, Mystery", English,2004-03-06 00:00:00,5882400.8,52,Wild Things 2
US,2800000,"Horror, Action, Thriller", English,2000-12-26 00:00:00,2854225.4,53,Crocodile
US,2800000,"Horror, Thriller", English,1988-05-13 00:00:00,19170001,54,Friday the 13th Part VII: The New Blood
ES,2792657,"Thriller, Adventure"," Spanish, Castilian",2022-05-13 00:00:00,211802400.4,64,Unfinished Affairs
AU,2777000,"Adventure, Fantasy, Family", English,1940-04-18 00:00:00,34949482,76,The Wizard of Oz
AU,2700000,"Action, Science Fiction", English,1987-08-13 00:00:00,3500000,64,The Wraith
AU,2700000,Comedy, English,1978-07-27 00:00:00,141000000,70,Animal House
FR,2700000,"Thriller, Action", English,2019-05-15 00:00:00,641910.2,54,Cold Blood
US,2700000,"Family, Adventure", English,1979-10-13 00:00:00,37799643,71,The Black Stallion
US,2700000,"Horror, Drama", English,2016-11-11 00:00:00,3840741,55,The Monster
AU,2640017.8,"Adventure, Action, Drama", English,2015-04-26 00:00:00,3005082,54,Northmen: A Viking Saga
AU,2630000,"Action, Drama, Thriller", Korean,2015-08-27 00:00:00,96119773,74,Assassination
FI,2620000,"Horror, Mystery", English,2022-04-06 00:00:00,492000,60,The Twin
AU,2600000,Drama, French,1996-02-22 00:00:00,15300000,81,La Haine
AU,2600000,Drama, Hindi,2009-08-29 00:00:00,28430000,80,Like Stars on Earth
AU,2600000,"Western, Comedy", English,1974-02-07 00:00:00,119500000,73,Blazing Saddles
CH,2600000,"Action, Adventure, Comedy, Fantasy, Horror", English,2022-11-24 00:00:00,52787629.2,58,Mad Heidi
US,2600000,Horror, English,1984-04-13 00:00:00,32980880,61,Friday the 13th: The Final Chapter
AU,2582313.8,"Action, Crime, Thriller", Cantonese,1986-01-01 00:00:00,113164,75,Police Story
JP,2550000,Animation, Japanese,2021-04-23 00:00:00,77899432,80,Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkazu Academy
AU,2540000,"Comedy, Music, Romance, Drama", English,1952-12-25 00:00:00,7241009,82,Singin' in the Rain
AR,2500000,"Animation, Adventure, Romance"," Spanish, Castilian",2013-07-18 00:00:00,1392649,66,Underdogs
AU,2500000,"Action, Thriller, Adventure", English,1964-01-02 00:00:00,78900000,71,From Russia with Love
AU,2500000,"Adventure, Comedy, Drama", English,2016-05-26 00:00:00,23900842,77,Hunt for the Wilderpeople
AU,2500000,"Adventure, Drama, Action", Japanese,2004-09-02 00:00:00,34196922,73,Zatoichi
AU,2500000,"Comedy, Drama, Romance", English,2013-12-05 00:00:00,6916951,66,The Spectacular Now
AU,2500000,"Comedy, Drama, Romance, Music", English,1997-01-09 00:00:00,34557416,69,That Thing You Do!
AU,2500000,"Comedy, Fantasy, Horror", English,2021-08-20 00:00:00,1189315,59,The Lair of the White Worm
AU,2500000,"Comedy, Romance", English,1962-02-08 00:00:00,9500000,77,Breakfast at Tiffany's
AU,2500000,"Crime, Drama", English,1967-12-19 00:00:00,50700128,75,Bonnie and Clyde
AU,2500000,Drama, English,1992-03-26 00:00:00,6402775,71,My Own Private Idaho
AU,2500000,Drama, English,2008-11-20 00:00:00,6637749.8,55,Normal
AU,2500000,"Drama, Romance", English,1995-02-24 00:00:00,5691852,80,Before Sunrise
AU,2500000,"Drama, Romance", English,2021-02-05 00:00:00,0,71,Malcolm & Marie
AU,2500000,Horror, English,1982-04-29 00:00:00,25533818,66,Halloween II
AU,2500000,Horror, English,2012-08-06 00:00:00,11500000,75,The Birds
AU,2500000,"Horror, Mystery, Science Fiction", English,1983-06-16 00:00:00,14400000,51,Halloween III: Season of the Witch
AU,2500000,"Music, Comedy", English,1985-03-27 00:00:00,4736202,75,This Is Spinal Tap
AU,2500000,"Science Fiction, Drama, Adventure", English,2021-11-05 00:00:00,61416888,80,Finch
AU,2500000,"Thriller, Crime, Romance, Drama", English,1994-05-26 00:00:00,257720413.2,68,The Last Seduction
DE,2500000,"Horror, Science Fiction, Comedy", English,2021-08-26 00:00:00,0,50,Sky Sharks
DK,2500000,"Drama, Comedy", Danish,1998-07-17 00:00:00,7235,65,The Idiots
MX,2500000,"Adventure, War, Western", English,1970-08-13 00:00:00,5050000,70,Two Mules for Sister Sara
RU,2500000,"Action, Drama, Fantasy, History, Adventure", Russian,2018-01-18 00:00:00,1053002,60,The Last Warrior
US,2500000,"Action, Science Fiction", English,1971-05-20 00:00:00,12300000,63,Escape from the Planet of the Apes
US,2500000,Comedy, English,1990-03-09 00:00:00,26386000,64,House Party
US,2500000,"Comedy, Horror", English,2013-01-11 00:00:00,59922558,58,A Haunted House
US,2500000,"Comedy, Horror", English,2013-09-06 00:00:00,4607463.4,52,Hell Baby
US,2500000,"Crime, Drama, Mystery, Romance, Thriller", English,1955-08-03 00:00:00,8750000,73,To Catch a Thief
US,2500000,Drama, English,2012-09-21 00:00:00,8315,45,About Cherry
US,2500000,"Fantasy, Horror", English,1999-03-12 00:00:00,10531010.8,54,Wishmaster 2: Evil Never Dies
US,2500000,Horror, English,2001-10-09 00:00:00,1240261.6,40,Children of the Corn: Revelation
US,2500000,Horror, English,2009-08-28 00:00:00,25533818,54,Halloween II
US,2500000,"Horror, Action, Science Fiction, Thriller", English,2010-08-21 00:00:00,3272708.4,52,Lake Placid 3
US,2500000,"Horror, Comedy, Thriller", English,2010-10-01 00:00:00,156190,55,Hatchet II
US,2500000,"Thriller, Adventure", English,2022-02-18 00:00:00,249984799.4,66,The Ledge
US,2500000,"Western, Drama", English,1963-05-28 00:00:00,10000000,73,Hud
KR,2492000,"Action, Science Fiction", Korean,2013-08-14 00:00:00,19775853,75,The Flu
US,2489917,"Horror, Fantasy, Mystery", English,2022-02-18 00:00:00,4588389,69,The Cursed
GB,2486600,"Thriller, Horror, Drama", English,2022-07-22 00:00:00,40958,57,She Will
DK,2485518,"Animation, Adventure, Fantasy", Danish,2011-09-29 00:00:00,2403409,60,Ronal the Barbarian
ES,2480000,"Drama, Horror"," Spanish, Castilian",2022-11-04 00:00:00,1891519,55,13 Exorcisms
AU,2479000,"Mystery, Romance, Thriller", English,1959-01-23 00:00:00,7797728,82,Vertigo
AU,2412000,Drama, Finnish,2022-07-07 00:00:00,138808687,71,Compartment No. 6
AU,2410000,"Action, War", English,1986-03-06 00:00:00,10755447,59,Missing in Action 2: The Beginning
US,2401100,"Horror, Action, Comedy", English,2015-03-20 00:00:00,14947,49,Zombeavers
AU,2400000,"Comedy, Science Fiction, Adventure", English,2007-01-03 00:00:00,500296,63,Idiocracy
AU,2400000,"Crime, Action", English,2019-06-04 00:00:00,242252666.6,68,Avengement
ES,2400000,"Thriller, Drama, Horror"," Spanish, Castilian",2022-10-14 00:00:00,380512,66,Piggy
US,2400000,"Romance, Comedy, Horror", English,2014-08-15 00:00:00,88273,55,Life After Beth
FR,2365000,"Crime, Mystery, Thriller", French,2000-09-27 00:00:00,257720413.2,69,The Crimson Rivers
US,2358225.8,Action, English,1986-05-02 00:00:00,4662137,63,"No Retreat, No Surrender"
AU,2300000,"Crime, Drama", English,1990-03-29 00:00:00,7724701,74,"The Cook, the Thief, His Wife & Her Lover"
AU,2300000,"Drama, Crime", English,1978-12-07 00:00:00,35000000,75,Midnight Express
AU,2300000,"Music, Comedy, Romance", English,1987-06-23 00:00:00,5300000,73,Gentlemen Prefer Blondes
US,2300000,"Fantasy, Drama", English,2015-03-20 00:00:00,14628921,66,Do You Believe?
US,2300000,"Western, Drama", English,2014-09-05 00:00:00,59696,66,Frontera
AU,2280000,"Animation, Family", English,1941-08-15 00:00:00,83320832,74,Fantasia
MY,2243662,"Action, War, Drama", Malay,2018-09-27 00:00:00,6748935,77,Paskal
US,2240000,Drama, English,2016-01-13 00:00:00,74063742.6,72,Fathers and Daughters
AU,2200000,"Action, Crime, Thriller", English,1972-03-09 00:00:00,41159421,75,The French Connection
AU,2200000,"Romance, Drama", English,2007-02-07 00:00:00,136400000,68,Love Story
AU,2200000,"Science Fiction, Drama", English,1972-02-10 00:00:00,26589000,82,A Clockwork Orange
CA,2200000,Drama, English,2005-09-10 00:00:00,3269690.6,51,Lie with Me
KR,2200000,Drama, Korean,2011-09-22 00:00:00,31500000,81,Silenced
US,2200000,Horror, English,2002-08-13 00:00:00,3847849,55,Crocodile 2: Death Swamp
US,2200000,"Horror, Mystery", English,1985-03-22 00:00:00,21930418,53,Friday the 13th: A New Beginning
US,2200000,"Horror, Thriller, Mystery", English,2017-10-20 00:00:00,1476843,55,Leatherface
AU,2135000,"Crime, Drama, Mystery, Romance, Thriller", English,1964-09-11 00:00:00,7000000,72,Marnie
ES,2128009.2,"Drama, Thriller"," Spanish, Castilian",2018-11-09 00:00:00,414202,57,Your Son
US,2128009.2,"Drama, Thriller", English,2021-08-06 00:00:00,25386,57,John and the Hole
US,2128009.2,"Drama, Thriller, Mystery", English,1993-06-04 00:00:00,22886222,57,Guilty as Sin
AU,2125000,"Family, Animation", English,1947-05-15 00:00:00,65000000,65,Song of the South
AU,2100000,"Animation, Comedy, Family", English,2019-12-06 00:00:00,585443,72,StarDog and TurboCat
US,2100000,"Crime, Drama", English,2001-06-15 00:00:00,1381824,67,Bully
US,2084951.6,"Drama, Romance", English,1996-12-24 00:00:00,3692836,60,The Portrait of a Lady
MX,2082001.4,"Comedy, Romance"," Spanish, Castilian",2014-02-14 00:00:00,15998618,74,Get Married If You Can
AU,2069753.2,"Documentary, History", English,2010-11-02 00:00:00,8212430,81,Senna
AU,2069753.2,"Family, Animation, Music", English,2014-12-26 00:00:00,360736,81,My Little Pony: Equestria Girls - Rainbow Rocks
AU,2068000,"Thriller, Drama, Mystery, Crime", English,1945-02-15 00:00:00,75334861,75,Gaslight
AU,2062000,"Animation, War, Action, Science Fiction", English,2010-02-20 00:00:00,11000000,74,Halo Legends
AU,2037792,"Animation, Drama, Science Fiction", Japanese,2005-08-27 00:00:00,9789651,73,Ghost in the Shell 2: Innocence
US,2037792,"Thriller, Science Fiction", English,2013-09-19 00:00:00,102617,73,Coherence
AU,2033000,"Adventure, Romance, History", English,1938-09-15 00:00:00,3981000,75,The Adventures of Robin Hood
JP,2017928,"Animation, Fantasy", Japanese,2010-01-23 00:00:00,113478018.4,60,Yu-Gi-Oh!: Bonds Beyond Time
AU,2011799,Horror, English,2010-08-06 00:00:00,252207,52,The Human Centipede (First Sequence)
AU,2000000,"Action, Adventure, Science Fiction", English,2016-05-27 00:00:00,17187434,64,Hardcore Henry
AU,2000000,"Action, Crime, Thriller", English,2021-05-01 00:00:00,257720413.2,68,Run Hide Fight
AU,2000000,"Action, Drama", Japanese,1956-01-01 00:00:00,346300,85,Seven Samurai
AU,2000000,"Adventure, Action, Thriller, Science Fiction", English,1981-12-24 00:00:00,24600832,74,Mad Max 2
AU,2000000,"Animation, Action, Adventure, History, Drama, Fantasy", Japanese,2021-04-08 00:00:00,3607899,72,Fate/Grand Order the Movie: Divine Realm of the Round Table: Camelot Wandering; Agateram
AU,2000000,"Animation, Adventure, Comedy", German,2021-06-24 00:00:00,6666618,64,Moonbound
AU,2000000,"Comedy, Horror", English,2007-06-17 00:00:00,2350641,53,Teeth
AU,2000000,"Comedy, Horror, Science Fiction", English,1986-11-06 00:00:00,13167232,64,Critters
AU,2000000,"Comedy, War", English,1941-02-07 00:00:00,11000000,83,The Great Dictator
AU,2000000,"Crime, Drama, Action", English,2021-04-29 00:00:00,510466,60,Twist
AU,2000000,"Crime, Drama, Mystery, Thriller", English,1968-03-01 00:00:00,24407647,77,In the Heat of the Night
AU,2000000,"Crime, Drama, Thriller", English,2016-10-26 00:00:00,11239,63,Hacker
AU,2000000,"Crime, Mystery, Thriller, Romance, Drama"," Spanish, Castilian",2010-05-27 00:00:00,33965843,80,The Secret in Their Eyes
AU,2000000,Drama, English,1963-05-31 00:00:00,13129846,80,To Kill a Mockingbird
AU,2000000,Drama, English,2011-11-10 00:00:00,35680886,75,Courageous
AU,2000000,Drama, English,2017-12-21 00:00:00,11275645,74,The Florida Project
AU,2000000,Drama, English,2021-02-18 00:00:00,15474659,74,Minari
AU,2000000,Drama, Gujarati,2021-11-05 00:00:00,69897819.6,73,Last Film Show
AU,2000000,"Drama, Adventure, Thriller", English,1972-11-23 00:00:00,46122355,73,Deliverance
AU,2000000,"Drama, Crime", English,1995-09-14 00:00:00,2381087,74,The Basketball Diaries
AU,2000000,"Drama, Horror", English,2014-05-22 00:00:00,7482387,65,The Babadook
AU,2000000,"Drama, Music, Romance, Comedy", English,2015-08-27 00:00:00,10153415,67,We Are Your Friends
AU,2000000,"Drama, Romance", English,2004-08-19 00:00:00,11217346,78,Before Sunset
AU,2000000,"Drama, Thriller", English,2014-06-08 00:00:00,2088390,69,Locke
AU,2000000,"Drama, Thriller", German,2007-01-30 00:00:00,70000000,80,The Lives of Others
AU,2000000,"Horror, Mystery", English,2015-04-13 00:00:00,23236296,66,It Follows
AU,2000000,"Horror, Thriller", English,2009-12-09 00:00:00,4294373,68,Eden Lake
AU,2000000,"Romance, Drama, Comedy", English,2007-02-07 00:00:00,1997497,64,Shortbus
AU,2000000,"Science Fiction, Action", English,1954-03-11 00:00:00,257720413.2,68,The War of the Worlds
AU,2000000,"Science Fiction, Action, Adventure", English,1980-12-26 00:00:00,11000000,53,Battle Beyond the Stars
AU,2000000,"Science Fiction, Thriller", English,2019-09-27 00:00:00,2175587,61,In the Shadow of the Moon
AU,2000000,"Thriller, Horror", English,2012-09-18 00:00:00,2151887,63,Grave Encounters
CL,2000000,"Drama, Thriller, Horror", English,2015-09-23 00:00:00,6328516,53,Knock Knock
GB,2000000,"Comedy, Horror", English,1968-12-05 00:00:00,214883443.8,70,Dance of the Vampires
GB,2000000,"Drama, Action, Romance", English,2006-04-20 00:00:00,12667,59,London
GB,2000000,"Horror, Action, Thriller", English,2002-05-10 00:00:00,3537283,67,Dog Soldiers
GB,2000000,"Horror, Fantasy", English,1984-09-21 00:00:00,4389334,63,The Company of Wolves
GB,2000000,Thriller, English,2012-08-08 00:00:00,142547544.4,70,Offender
IE,2000000,Horror, English,2012-10-26 00:00:00,63555,63,Stitches
JP,2000000,"Horror, Mystery, Thriller", Japanese,2005-08-20 00:00:00,257720413.2,69,Noroi: The Curse
MX,2000000,Comedy," Spanish, Castilian",2013-03-28 00:00:00,26433651,79,We Are the Nobles
MX,2000000,"Drama, Romance"," Spanish, Castilian",1992-04-16 00:00:00,21744201,73,Like Water for Chocolate
MX,2000000,"Drama, Thriller"," Spanish, Castilian",2000-06-16 00:00:00,20883834,76,Amores Perros
NL,2000000,Thriller," Dutch, Flemish",2013-04-03 00:00:00,3280243.8,51,App
US,2000000,"Action, Crime, Drama", English,1982-02-20 00:00:00,45000000,63,Death Wish II
US,2000000,"Action, Horror, Science Fiction", English,2016-04-16 00:00:00,20363381.2,59,Daylight's End
US,2000000,"Adventure, Family, Fantasy", English,1961-12-20 00:00:00,211802400.4,64,Mysterious Island
US,2000000,Comedy, English,1972-08-06 00:00:00,18016290,66,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask
US,2000000,Comedy, English,2010-09-24 00:00:00,636706,46,The Virginity Hit
US,2000000,"Comedy, Documentary", English,2002-10-21 00:00:00,79282312,63,Jackass: The Movie
US,2000000,"Comedy, Horror", English,2015-03-20 00:00:00,43,53,The Walking Deceased
US,2000000,"Comedy, Horror"," Spanish, Castilian",1994-04-08 00:00:00,2260622,55,Duende Maldito 2
US,2000000,"Comedy, Horror, Science Fiction", English,1988-05-27 00:00:00,43625095,64,Killer Klowns from Outer Space
US,2000000,"Crime, Drama", English,1999-10-22 00:00:00,20741000,74,Boys Don't Cry
US,2000000,"Crime, Drama, Horror", English,2007-12-07 00:00:00,27414351.2,73,An American Crime
US,2000000,"Crime, Drama, Thriller, Action", English,2006-11-10 00:00:00,6225304,64,Harsh Times
US,2000000,"Crime, Romance, Thriller", English,2018-07-13 00:00:00,2006704,47,Siberia
US,2000000,Drama, English,2003-08-20 00:00:00,9505996,66,Thirteen
US,2000000,Drama, English,2012-09-21 00:00:00,196163383.8,68,Unconditional
US,2000000,"Drama, Comedy", English,2017-08-25 00:00:00,5946780,62,All Saints
US,2000000,"History, Documentary", English,2005-02-11 00:00:00,691880,66,Inside Deep Throat
US,2000000,Horror, English,1990-01-12 00:00:00,55765562,53,Leatherface: The Texas Chainsaw Massacre III
US,2000000,Horror, English,1993-10-01 00:00:00,54207,66,Return of the Living Dead III
US,2000000,"Horror, Thriller", English,2020-10-09 00:00:00,239828,62,The Wolf of Snow Hollow
US,2000000,"Horror, Thriller, Mystery", English,2000-10-03 00:00:00,3148392.2,54,Hellraiser: Inferno
US,2000000,"Science Fiction, Thriller", English,2016-09-16 00:00:00,78202791.8,61,ARQ
US,2000000,"Western, Horror", English,2015-10-23 00:00:00,475846,68,Bone Tomahawk
AU,1987650,"Drama, Thriller, Mystery", English,2010-10-07 00:00:00,21270290,66,Buried
US,1950000,Action, English,2015-04-10 00:00:00,211802400.4,64,The Marine 4: Moving Target
US,1950000,"Adventure, Drama, History", English,1935-11-22 00:00:00,4460000,74,Mutiny on the Bounty
AU,1900000,"Crime, Drama", English,1976-08-05 00:00:00,28447834,82,Taxi Driver
AU,1900000,Science Fiction, English,1957-01-10 00:00:00,3250000,73,Forbidden Planet
AU,1900000,Science Fiction, English,2020-11-19 00:00:00,192073715.2,65,Monsters of Man
IT,1900000,"Crime, Drama, Action, Science Fiction", Italian,2016-02-25 00:00:00,50765702.8,74,They Call Me Jeeg
MX,1900000,"Animation, Comedy, Adventure"," Spanish, Castilian",2009-04-20 00:00:00,8600000,76,Another Egg and Chicken Movie
US,1890009.2,"Drama, Horror, Science Fiction", English,2016-07-29 00:00:00,551760,57,Viral
AU,1881932.4,"Family, Adventure, Comedy, Fantasy", French,2006-08-07 00:00:00,1644060,60,Asterix & Obelix Take on Caesar
IN,1850000,"Action, Thriller", Hindi,1995-01-13 00:00:00,16540000,67,Karan Arjun
TH,1839169,"Drama, Crime, Thriller, Comedy", Thai,2017-05-03 00:00:00,42350000,79,Bad Genius
KR,1832000,"Horror, Mystery", Korean,2018-03-28 00:00:00,21041950,73,Gonjiam: Haunted Asylum
AU,1810000,Horror, English,2021-10-11 00:00:00,1035734,60,The Jack in the Box
AR,1800000,Drama," Spanish, Castilian",2022-11-05 00:00:00,0,83,Sublime
AU,1800000,"Crime, Drama, Thriller", English,1975-12-18 00:00:00,46665856,78,Dog Day Afternoon
AU,1800000,"Drama, Comedy, Romance", English,1987-12-31 00:00:00,31623833,70,Can't Buy Me Love
AU,1800000,"Drama, Comedy, War", English,1964-06-12 00:00:00,9523464,81,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
AU,1800000,"Horror, Thriller, Mystery", English,2010-11-25 00:00:00,70165900,56,The Last Exorcism
AU,1800000,Western, English,1970-06-11 00:00:00,6800000,68,Hang 'em High
US,1800000,"Action, Science Fiction", English,1973-06-15 00:00:00,8800000,57,Battle for the Planet of the Apes
US,1800000,"Action, Science Fiction", English,2013-06-27 00:00:00,0,46,Independence Daysaster
US,1800000,"Comedy, Romance", English,1955-06-03 00:00:00,12000000,71,The Seven Year Itch
US,1800000,Drama, English,1951-09-18 00:00:00,8006845,77,A Streetcar Named Desire
AU,1752000,Drama, English,1950-09-29 00:00:00,5000000,84,Sunset Boulevard
CA,1750000,Thriller, English,2020-09-17 00:00:00,8719182,62,Girl
NL,1750000,Drama," Dutch, Flemish",2018-11-01 00:00:00,8719182,72,Girl
US,1750000,"Thriller, Crime, Horror", English,2010-10-08 00:00:00,1278471,65,I Spit on Your Grave
AU,1746964,Drama, English,1985-02-28 00:00:00,2181987,81,"Paris, Texas"
SU,1745580,"Drama, War", Russian,1985-07-09 00:00:00,168817,83,Come and See
JP,1715000,"Action, Comedy, Animation", Japanese,2008-09-06 00:00:00,1880000,76,Gurren Lagann the Movie: Childhood's End
MX,1704500,Horror," Spanish, Castilian",2022-09-22 00:00:00,223147806.6,68,Evil Eye
AU,1700000,"Thriller, Horror, Drama", English,2021-04-02 00:00:00,3400000,74,Run
CA,1700000,"Science Fiction, Comedy, Horror", English,2021-01-22 00:00:00,95384,60,Psycho Goreman
US,1700000,"Action, Science Fiction", English,1972-06-29 00:00:00,9700000,61,Conquest of the Planet of the Apes
US,1700000,"Drama, Music", English,2013-10-04 00:00:00,2507159,62,Grace Unplugged
US,1700000,"Drama, Thriller", English,2001-11-23 00:00:00,42137871,69,In the Bedroom
FI,1686858,"Fantasy, Action, Crime", Finnish,2017-09-22 00:00:00,1891907,54,Rendel
GB,1686600,"Thriller, Horror", English,2021-02-22 00:00:00,225374,57,The Owners
AU,1650000,"War, Romance, Drama", English,2001-10-18 00:00:00,30500000,73,From Here to Eternity
US,1650000,"Horror, Thriller", English,1998-06-21 00:00:00,1240261.6,40,Children of the Corn V: Fields of Terror
AU,1619835,"Drama, Thriller", Polish,2021-09-01 00:00:00,11546,65,Sweat
AU,1600000,"Comedy, Horror", English,2014-09-04 00:00:00,6263224,76,What We Do in the Shadows
AU,1600000,"Crime, Drama, Mystery", English,1974-07-19 00:00:00,4574909,75,The Conversation
AU,1600000,"Romance, Comedy", English,2015-01-14 00:00:00,868081,64,Two Night Stand
JP,1600000,"Animation, Adventure, Science Fiction", Japanese,2022-04-28 00:00:00,145382,75,Bubble
MX,1600000,"Animation, Action, Adventure, Fantasy, Horror, History, Family"," Spanish, Castilian",2016-10-21 00:00:00,5138140,71,The Legend of the Chupacabras
US,1600000,"Crime, Drama, Romance", English,2020-05-05 00:00:00,5750000,73,Blue Story
US,1600000,"Crime, Mystery, Thriller", English,1946-08-23 00:00:00,4900000,77,The Big Sleep
US,1600000,"Thriller, Horror", English,2015-02-27 00:00:00,419428,50,Out of the Dark
CA,1587000,"Thriller, Horror, Fantasy", English,2011-09-12 00:00:00,8019,54,Intruders
US,1587000,"Drama, Thriller, Horror", English,2016-01-15 00:00:00,8019,59,Intruders
MX,1564753.2,"Drama, War"," Spanish, Castilian",2005-01-28 00:00:00,837000,81,Innocent Voices
US,1549000,"Action, Crime, Thriller, Drama", Cantonese,2005-05-12 00:00:00,7096000,68,Initial D
JP,1545000,"Thriller, Animation, Action, Comedy, Horror, Mystery", Japanese,2011-07-30 00:00:00,9100000,73,Naruto Shippuden the Movie: Blood Prison
US,1543757.2,Thriller, English,2013-09-13 00:00:00,124561,44,Final: The Rapture
AU,1530000,"Action, Drama, Thriller", German,1999-06-18 00:00:00,7267585,73,Run Lola Run
UA,1522860,"Adventure, Fantasy, Family", Ukrainian,2019-09-19 00:00:00,221074959.6,67,Foxter and Max
AU,1517792,"Crime, Drama", English,2006-04-22 00:00:00,3154346,73,Green Street Hooligans
AU,1500000,"Action, Drama", English,1988-04-29 00:00:00,11806119,70,Bloodsport
AU,1500000,"Action, Drama, History, Thriller", English,2017-07-09 00:00:00,22840186.8,60,6 Days
AU,1500000,"Action, Thriller, Drama", English,1989-08-24 00:00:00,14533681,68,Kickboxer
AU,1500000,"Comedy, Drama", English,1938-02-17 00:00:00,229549,83,Modern Times
AU,1500000,"Comedy, Drama, Romance", English,2008-11-28 00:00:00,5901645.8,57,Young People Fucking
AU,1500000,"Comedy, Romance", English,2013-07-25 00:00:00,4128828,57,The To Do List
AU,1500000,"Crime, Drama, Thriller", English,1984-02-01 00:00:00,2200000,80,Rope
AU,1500000,"Crime, Drama, Thriller", English,1985-06-27 00:00:00,2730877,73,Blood Simple
