genre,rating,Sum of release_year,Sum of runtime,title
Drama,U/A 13+,2014,119,Nagaravaridhi Naduvil Njan
Drama,U/A 13+,2015,118,Nagrik
Drama,U/A 13+,2000,116,Nakshathrangal Parayathirunnathu
Drama,U/A 13+,2006,120,Nan Hendthi Kole
Drama,U/A 13+,1996,98,Nandagopaalante Kusruthikal
Drama,U/A 13+,2012,145,Nandeesha
Drama,U/A 13+,2009,115,Nandini Estate
Drama,U/A 13+,1993,120,Narayam
Drama,U/A 13+,2021,17,Navyug
Drama,U/A 13+,2001,182,Nayak
Drama,U/A 13+,1981,133,Nayudu Gari Abbayi
Drama,U/A 13+,2019,5,Nazariya
Drama,U/A 13+,2013,137,Neelakasham Pachakadal Chuvanna Bhoomi
Drama,U/A 13+,2011,153,Nene Raa Aadhi
Drama,U/A 13+,2008,112,Nenunna
Drama,U/A 13+,2015,10,New Apple
Drama,U/A 13+,1973,112,Nindu Kutumbam
Drama,U/A 13+,2009,88,Ningi Nela Naade
Drama,U/A 13+,1998,115,Ninne Premincha
Drama,U/A 13+,1984,148,Nirdoshi
Drama,U/A 13+,2007,104,Nishabd
Drama,U/A 13+,1997,101,Niyogam
Drama,U/A 13+,1994,121,Njan Kodiswaran
Drama,U/A 13+,2019,17,Not Just Her Story
Drama,U/A 13+,1972,144,Nruthasala
Drama,U/A 13+,2017,1,Oct-10
Drama,U/A 13+,1998,125,Oka Votu
Drama,U/A 13+,2019,8,Okay
Drama,U/A 13+,2022,11,OMG Turu Love
Drama,U/A 13+,2021,27,On The See Saw
Drama,U/A 13+,2022,23,On the Way of Love
Drama,U/A 13+,2001,109,Onnam Ragam
Drama,U/A 13+,1977,116,Oonjal
Drama,U/A 13+,1988,99,Oozham
Drama,U/A 13+,1997,135,Oral Mathram
Drama,U/A 13+,1993,92,Ordeal in the Arctic
Drama,U/A 13+,2007,116,Ore Kadal
Drama,U/A 13+,2005,131,Orey Pandu
Drama,U/A 13+,2010,123,Oridathoru Postman
Drama,U/A 13+,2017,136,Oru Mexican Aparatha
Drama,U/A 13+,1988,152,Oru Muthassikkatha
Drama,U/A 13+,1997,136,Oru Sankeerthanam Pole
Drama,U/A 13+,2005,120,Ottananayam
Drama,U/A 13+,2022,5,Package deal
Drama,U/A 13+,1996,132,Padanayakan
Drama,U/A 13+,1995,136,Pai Brothers
Drama,U/A 13+,2006,94,Pakal
Drama,U/A 13+,1984,140,Palnati Puli
Drama,U/A 13+,2010,130,Panchamuki
Drama,U/A 13+,2011,110,Panchavati
Drama,U/A 13+,2007,112,Panthayakozhi
Drama,U/A 13+,1986,138,Pappan Priyappetta Pappan
Drama,U/A 13+,1991,126,Parallel College
Drama,U/A 13+,2014,138,Paramashiva
Drama,U/A 13+,2022,17,Parampara
Drama,U/A 13+,2017,138,Parava
Drama,U/A 13+,2021,7,Parental Fights
Drama,U/A 13+,2018,16,Parichay
Drama,U/A 13+,2022,17,Paridhi
Drama,U/A 13+,2012,105,Parir Swapno
Drama,U/A 13+,1995,131,Parvathy Parinayam
Drama,U/A 13+,2011,140,Patiala House
Drama,U/A 13+,2022,17,Peeran
Drama,U/A 13+,1992,141,Pellam Chepthe Vinali
Drama,U/A 13+,1982,136,Pelleedu Pillalu
Drama,U/A 13+,2021,6,Pencil
Drama,U/A 13+,2018,9,Periods
Drama,U/A 13+,2016,125,Phuntroo
Drama,U/A 13+,1983,139,Pichi Panthulu
Drama,U/A 13+,2000,135,Pilots
Drama,U/A 13+,2022,10,Pin Wheel
Drama,U/A 13+,2019,26,Pipanya
Drama,U/A 13+,2021,13,Pita
Drama,U/A 13+,2011,137,Police Veta
Drama,U/A 13+,1986,110,Poola Rangadu (New)
Drama,U/A 13+,2012,99,Poppins
Drama,U/A 13+,2006,121,Pothe Poni
Drama,U/A 13+,2013,137,Prabhudeva’s ABCD
Drama,U/A 13+,2006,137,Prajapathi
Drama,U/A 13+,2014,141,Prathinayakan
Drama,U/A 13+,2010,153,Pratidwandi
Drama,U/A 13+,2007,110,Preethiya Huccha
Drama,U/A 13+,1999,123,Prema Katha
Drama,U/A 13+,2011,144,Prema Khaidi (New)
Drama,U/A 13+,2005,134,Premikulu
Drama,U/A 13+,2010,80,Primo
Drama,U/A 13+,1991,105,Private College
Drama,U/A 13+,1990,116,Priyamina Nestam
Drama,U/A 13+,2021,6,"PS, I Love U Too"
Drama,U/A 13+,2010,135,Pulliman
Drama,U/A 13+,1971,124,Punya Dampathulu
Drama,U/A 13+,1988,113,Puravrutham
Drama,U/A 13+,2022,17,Pyare Papa
Drama,U/A 13+,2022,15,Qaadir
Drama,U/A 13+,2020,21,Raakh
Drama,U/A 13+,2021,11,Rabbithole
Drama,U/A 13+,1978,136,Radha Krishna
Drama,U/A 13+,2015,125,Raghuvaran B. Tech
Drama,U/A 13+,1969,144,Rahasyam
Drama,U/A 13+,1995,151,Raja
Drama,U/A 13+,2010,147,Raja Vijayarajendra Bahadur
Drama,U/A 13+,1992,114,Rajashilpi
Drama,U/A 13+,1997,110,Rajathanthram
Drama,U/A 13+,1993,131,Rajeshwari Kalyanam
Drama,U/A 13+,1983,131,Raju Rani Jackie
Drama,U/A 13+,2012,135,Ramadhandu
Drama,U/A 13+,2022,17,Ramdeen
Drama,U/A 13+,2019,8,Ramju
Drama,U/A 13+,1978,126,Randilonnu
Drama,U/A 13+,2013,134,Rangbaaz
Drama,U/A 13+,2017,21,Rangeen Titliyaan
Drama,U/A 13+,1997,111,Ranger
Drama,U/A 13+,2015,136,Rani Padmini
Drama,U/A 13+,2017,128,Ranjan
Drama,U/A 13+,2020,8,Ravaiyaa
Drama,U/A 13+,2001,168,Ravanaprabhu
Drama,U/A 13+,2006,2,Refugee
Drama,U/A 13+,2021,21,Ribbon
Drama,U/A 13+,2021,26,RIP
Drama,U/A 13+,2019,29,Rishton Ka BOJH
Drama,U/A 13+,1987,131,Rithubhedam
Drama,U/A 13+,2010,137,Road To Sangam
Drama,U/A 13+,2013,129,Rocky
Drama,U/A 13+,2018,11,Rozana
Drama,U/A 13+,1998,98,Rudra Naari
Drama,U/A 13+,2009,127,Runanubanda
Drama,U/A 13+,2015,154,S/o Satyamurthy
Drama,U/A 13+,2018,11,Saathiya
Drama,U/A 13+,2012,132,Saattai
Drama,U/A 13+,2006,138,Saavira Mettilu
Drama,U/A 13+,2013,162,Sabash Gowtham
Drama,U/A 13+,1984,134,Sabhash
Drama,U/A 13+,2010,1,Sadgamaya
Drama,U/A 13+,2022,3,Saga
Drama,U/A 13+,2019,11,Saho
Drama,U/A 13+,2017,154,Sakhavu
Drama,U/A 13+,1983,135,Sakshi
Drama,U/A 13+,1995,131,Sakshyam
Drama,U/A 13+,2020,16,Sammaditthi
Drama,U/A 13+,2008,97,Sanchu
Drama,U/A 13+,1984,138,Sandarbham
Drama,U/A 13+,1964,126,Sangeetha Lakshmi
Drama,U/A 13+,2005,123,Satti
Drama,U/A 13+,2014,135,Savaari 2
Drama,U/A 13+,2010,72,Savi Milana
Drama,U/A 13+,2020,24,Saving Chintu
Drama,U/A 13+,2014,9,Sawaari
Drama,U/A 13+,2021,27,Sax By Julius
Drama,U/A 13+,1998,87,Scattering Dad
Drama,U/A 13+,2022,14,Scooter
Drama,U/A 13+,2019,14,Season's Greetings
Drama,U/A 13+,2022,11,Second Chance at Love
Drama,U/A 13+,2010,145,Sedhin Dekha Hoyechilo
Drama,U/A 13+,2022,25,See Saw
Drama,U/A 13+,2013,151,Seethamma Vakitlo Sirimalle Chettu
Drama,U/A 13+,2018,13,Sensibly Won
Drama,U/A 13+,2005,142,Shabd
Drama,U/A 13+,1985,91,Shabdhagalu
Drama,U/A 13+,2022,34,Shikayat
Drama,U/A 13+,2009,113,Shodha
Drama,U/A 13+,2011,152,Shravana
Drama,U/A 13+,1986,132,Shravana Meghalu
Drama,U/A 13+,1979,146,Shudhikalasham
Drama,U/A 13+,1980,108,Shumbha Nishumbha
Drama,U/A 13+,2020,32,Signal
Drama,U/A 13+,2020,6,Silent
Drama,U/A 13+,2019,9,Silent Ties
Drama,U/A 13+,2017,5,Simply Love
Drama,U/A 13+,1999,164,Sita Rama Raju
Drama,U/A 13+,1990,117,Siva
Drama,U/A 13+,1995,88,"Sleep, Baby, Sleep"
Drama,U/A 13+,1986,132,Sneham
Drama,U/A 13+,2022,21,Soch
Drama,U/A 13+,1996,45,Someone Had To Be Benny
Drama,U/A 13+,2014,113,Sonali Cable
Drama,U/A 13+,2002,162,Sonar Sansar
Drama,U/A 13+,1992,128,Soorya Gayathri
Drama,U/A 13+,2011,125,Soundtrack
Drama,U/A 13+,2020,11,Special Day
Drama,U/A 13+,1998,141,Sree Sitaramula Kalyanam Chutamu Rarandi
Drama,U/A 13+,1966,126,Sreemathi
Drama,U/A 13+,1985,146,Sreemathi Gaaru
Drama,U/A 13+,1987,130,Sruthi
Drama,U/A 13+,2020,103,Stargirl
Drama,U/A 13+,2022,6,Sthir
Drama,U/A 13+,2019,8,Stolen shoes
Drama,U/A 13+,2022,38,Stories on the Next Page
Drama,U/A 13+,2010,148,Subhapradam
Drama,U/A 13+,2015,10,Summer Cup
Drama,U/A 13+,2008,137,Sundara Kaanda
Drama,U/A 13+,2022,19,Sundari
Drama,U/A 13+,2021,7,Sunday Aur Aapki Recipe
Drama,U/A 13+,2010,133,Super (Upendra)
Drama,U/A 13+,2011,143,Swarajya – Marathi Paul Padate Pudhe
Drama,U/A 13+,2008,138,Swarnam
Drama,U/A 13+,2004,123,Swetha Nagara
Drama,U/A 13+,2016,5,Syani
Drama,U/A 13+,2009,74,Taking Chance
Drama,U/A 13+,2015,22,Tanga
Drama,U/A 13+,2012,123,Tara
Drama,U/A 13+,2022,12,TARGET
Drama,U/A 13+,1980,102,Tatayya Kankanam
Drama,U/A 13+,2023,15,Taxi Ride
Drama,U/A 13+,2018,18,Tell Me
Drama,U/A 13+,2019,120,Tenali Ramakrishna BA BL
Drama,U/A 13+,1982,139,Thadakam
Drama,U/A 13+,1981,113,Thakilu Kottampuram
Drama,U/A 13+,1997,143,Thalli Bhadyata
Drama,U/A 13+,2017,117,Thank U Vitthala
Drama,U/A 13+,2015,92,Thavalai Kannan
Drama,U/A 13+,2007,163,Thayiya Madilu
Drama,U/A 13+,2022,15,The Balloon
Drama,U/A 13+,2021,12,The Bench
Drama,U/A 13+,2022,11,The Best in the World
Drama,U/A 13+,2022,9,The Blue Cupboard
Drama,U/A 13+,2022,8,The Boy Next Door
Drama,U/A 13+,2020,5,The Confession
Drama,U/A 13+,2018,17,The Disguise
Drama,U/A 13+,2013,7,The Frame
Drama,U/A 13+,2022,39,The Green Window
Drama,U/A 13+,2020,7,The Last Order
Drama,U/A 13+,2022,8,The Long Drive
Drama,U/A 13+,2015,23,The Making Of Bajrangi Bhaijaan
Drama,U/A 13+,2017,107,The Mountain Between Us
Drama,U/A 13+,2018,8,The Perfect Match
Drama,U/A 13+,2021,17,The Ring
Drama,U/A 13+,1992,29,The Secret Life Of Mary-Margaret: Portrait Of A Bulimic
Drama,U/A 13+,2020,11,The Text
Drama,U/A 13+,2015,83,The Threshold
Drama,U/A 13+,2022,11,The Wedding Gift
Drama,U/A 13+,2020,11,The Will
Drama,U/A 13+,1987,127,Theertham
Drama,U/A 13+,2014,11,Thief and Wind Chime
Drama,U/A 13+,2016,143,Thiruppumunai
Drama,U/A 13+,2019,13,Through Her Glasses
Drama,U/A 13+,2016,117,Ticha Umbartha
Drama,U/A 13+,1979,138,Tiger
Drama,U/A 13+,2022,10,Tiny Things
Drama,U/A 13+,1981,102,Tolakari Jallu
Drama,U/A 13+,2017,119,Tujha Tu Majha Mi
Drama,U/A 13+,2012,144,Tuneega Tuneega
Drama,U/A 13+,2020,5,Turning Point
Drama,U/A 13+,2019,13,Tyaag
Drama,U/A 13+,2008,112,Udvega
Drama,U/A 13+,2010,115,Ugragami
Drama,U/A 13+,2002,104,Ukrosham Chantoodu
Drama,U/A 13+,2018,140,Uma
Drama,U/A 13+,2020,8,Umang
Drama,U/A 13+,2020,17,UnFiltered Love
Drama,U/A 13+,2021,58,Unicorn
Drama,U/A 13+,2020,10,Uniform
Drama,U/A 13+,2020,8,Upma
Drama,U/A 13+,2012,134,Uu Kodatara Ulikki Padatara
Drama,U/A 13+,1997,121,Vaachalam
Drama,U/A 13+,1993,142,Vaarasudu
Drama,U/A 13+,1981,141,Valarthumrugangal
Drama,U/A 13+,1997,153,Varnapakittu
Drama,U/A 13+,1999,156,Vazhunnor
Drama,U/A 13+,1994,121,Veera Badrudu
Drama,U/A 13+,2006,107,Veera Simha
Drama,U/A 13+,2006,118,Veeru
Drama,U/A 13+,1979,133,Vellayani Paramu
Drama,U/A 13+,1961,179,Velugu Needalu
Drama,U/A 13+,1972,152,Vichithra Bandham
Drama,U/A 13+,2017,13,Vidyalaya
Drama,U/A 13+,2012,104,Vijay Aso
Drama,U/A 13+,2005,136,Vikram
Drama,U/A 13+,1997,135,Vimochane
Drama,U/A 13+,1983,126,Visa
Drama,U/A 13+,2021,13,Visitors
Drama,U/A 13+,2016,137,Vismayam
Drama,U/A 13+,2020,11,We Should Talk
Drama,U/A 13+,2013,134,Welcome Obama
Drama,U/A 13+,2020,70,Welcome on Board
Drama,U/A 13+,2020,8,Welcome Red
Drama,U/A 13+,2020,9,Winding Up
Drama,U/A 13+,2015,5,Woo
Drama,U/A 13+,2022,50,X or Y
Drama,U/A 13+,2009,129,Yama Muduru
Drama,U/A 13+,2012,147,Yamudiki Mogudu (Allari Naresh)
Drama,U/A 13+,2019,16,Yesterday
Drama,U/A 13+,2014,158,Yevadu
Drama,U/A 13+,2013,110,Zakkariyayuda Gharbhinikal
Drama,U/A 13+,2008,112,Zale Mokale Aakash
Drama,U/A 13+,2008,146,Zindagi
Drama,U/A 13+,2022,21,Zindagi 1tsp
Drama,U/A 16+,2021,9,#Mentoo
Drama,U/A 16+,2012,14,2B not 2B
Drama,U/A 16+,2022,16,5 Star
Drama,U/A 16+,2017,15,500 Rupay
Drama,U/A 16+,2013,111,6-5=2
Drama,U/A 16+,1994,29,A Child Betrayed: The Calvin Mire Story
Drama,U/A 16+,1992,29,A Deadly Secret: The Robert Bierer Story
Drama,U/A 16+,2022,13,A for Antara
Drama,U/A 16+,2017,15,A Line Of Silver
Drama,U/A 16+,2018,12,A Midnight Story
Drama,U/A 16+,2022,27,A Night with a Ghost
Drama,U/A 16+,2009,72,A Number
Drama,U/A 16+,2020,20,A Simple Plan
Drama,U/A 16+,2008,121,A Sketch
Drama,U/A 16+,2017,16,Aamina
Drama,U/A 16+,2017,18,Aarsa
Drama,U/A 16+,2021,14,Aarzoo
Drama,U/A 16+,2000,91,Aase Abhilash
Drama,U/A 16+,2022,24,Ab Mujhe Udna Hai
Drama,U/A 16+,2004,151,Adhikar
Drama,U/A 16+,2003,140,Adu
Drama,U/A 16+,2020,6,After 21 days
Drama,U/A 16+,2005,155,Agnipath
Drama,U/A 16+,1989,103,Agnipravesam
Drama,U/A 16+,2021,129,Ajnabhi Se Pyar
Drama,U/A 16+,2021,16,Akku
Drama,U/A 16+,2017,103,Alif
Drama,U/A 16+,2019,15,All OK
Drama,U/A 16+,2010,151,Amanush
Drama,U/A 16+,2022,10,An Indian Girl
Drama,U/A 16+,2018,8,Anamika
Drama,U/A 16+,2017,98,Anarkali of Aarah
Drama,U/A 16+,2013,157,Andhar Bhahar
Drama,U/A 16+,2012,134,Anna Bond
Drama,U/A 16+,2004,117,Antharala
Drama,U/A 16+,2011,145,Anthima Theerpu
Drama,U/A 16+,2012,10,Aramagal
Drama,U/A 16+,2022,26,Arey Yaar
Drama,U/A 16+,2016,119,Arjun Reddy (Dwaraka)
Drama,U/A 16+,2021,32,At The Dot
Drama,U/A 16+,2022,25,Aur Phir Ek Din
Drama,U/A 16+,2022,19,Autumn Leaf
Drama,U/A 16+,2022,20,Baap
Drama,U/A 16+,2020,108,Bad Education
Drama,U/A 16+,2017,121,Bangara S/O Bangarada Manusya
Drama,U/A 16+,2020,17,BAR
Drama,U/A 16+,2020,4,Be a Volunteer
Drama,U/A 16+,2017,99,Begum Jaan
Drama,U/A 16+,2018,13,Being Woman
Drama,U/A 16+,2022,15,Bell
Drama,U/A 16+,2011,113,Bete
Drama,U/A 16+,2018,34,Beti
Drama,U/A 16+,2007,142,Bhanamathi
Drama,U/A 16+,2020,9,Bharata
Drama,U/A 16+,2022,30,Bhaskar Bechain
Drama,U/A 16+,1991,125,Bhoomika
Drama,U/A 16+,1987,126,Bhoomiyile Rajakkanmar
Drama,U/A 16+,2009,135,Black
Drama,U/A 16+,2020,23,Black Shirt
Drama,U/A 16+,2019,22,Bom Dia Motu
Drama,U/A 16+,2004,108,Bow Barracks Forever
Drama,U/A 16+,2019,17,Burning
Drama,U/A 16+,2007,127,Bury My Heart At Wounded Knee
Drama,U/A 16+,2009,100,Capturing Mary
Drama,U/A 16+,2021,17,Carbon Monoxide
Drama,U/A 16+,2013,118,Caribbean
Drama,U/A 16+,2014,139,Chandrakala
Drama,U/A 16+,2014,138,Chandralekha
Drama,U/A 16+,2020,4,Chaos
Drama,U/A 16+,2019,143,Chhichhore
Drama,U/A 16+,1994,143,Chief Minister K R Gowthami
Drama,U/A 16+,2008,134,Chirodini… Tumi Je Amar
Drama,U/A 16+,2020,20,Choices
Drama,U/A 16+,2003,143,Chokher Bali
Drama,U/A 16+,2017,14,Chudala
Drama,U/A 16+,2008,93,Citizen
Drama,U/A 16+,2022,9,Click
Drama,U/A 16+,2021,21,Clickbait
Drama,U/A 16+,2021,14,Close to Jah
Drama,U/A 16+,2021,5,Coffee & Secrets
Drama,U/A 16+,2021,20,Coffee and Wine
Drama,U/A 16+,2021,10,Coffee Conspiracy I Brave New World I  2021
Drama,U/A 16+,2021,9,Comfort Goes On
Drama,U/A 16+,2018,7,Confessions
Drama,U/A 16+,1994,30,Confronting Brandon: The Intervention of an Addict
Drama,U/A 16+,1989,170,Daata
Drama,U/A 16+,2015,10,Dekhchish Ki Amon Bhabe
Drama,U/A 16+,2022,19,Destination Paradise
Drama,U/A 16+,2014,10,Destiny's Two
Drama,U/A 16+,2013,13,Deva Mala Maaf Kar
Drama,U/A 16+,2020,113,Dheet Patangey
Drama,U/A 16+,2021,13,Dhruv & Jai
Drama,U/A 16+,2019,23,Dhund
Drama,U/A 16+,2019,10,Dhyaan Jaaye Pravachan Na Jaaye
Drama,U/A 16+,2009,104,Diet
Drama,U/A 16+,2013,118,Director's Special
Drama,U/A 16+,1998,106,Dravidan
Drama,U/A 16+,2020,10,Dream Girl | Brave New World
Drama,U/A 16+,2022,26,Dronacharya
Drama,U/A 16+,2006,127,Duniya
Drama,U/A 16+,2010,171,Easan
Drama,U/A 16+,2001,82,Ee Hendthi Hingyakadthi
Drama,U/A 16+,2021,19,Eelu Rani Bhag Gaye
Drama,U/A 16+,2021,10,Ek Chance
Drama,U/A 16+,2022,15,Ek Chup
Drama,U/A 16+,1992,102,Ente Sonia
Drama,U/A 16+,2018,96,Fahrenheit 451
Drama,U/A 16+,2018,149,Farzand
Drama,U/A 16+,2021,11,Feb-14
Drama,U/A 16+,2017,16,Filmcity
Drama,U/A 16+,2021,6,Firaaq
Drama,U/A 16+,2021,13,Fire in the City
Drama,U/A 16+,2022,123,Freddy
Drama,U/A 16+,2022,16,From Panama With Love
Drama,U/A 16+,2021,7,Game And The Player
Drama,U/A 16+,2012,113,Game Change
Drama,U/A 16+,2001,135,Gandhada Gombe
Drama,U/A 16+,2010,142,Gang Leader
Drama,U/A 16+,2015,153,Ganga
Drama,U/A 16+,2018,16,Geelo Registhan
Drama,U/A 16+,1978,117,Ghar
Drama,U/A 16+,2022,42,Ghodi Pe Hoke Sawar
Drama,U/A 16+,2017,101,Gifted
Drama,U/A 16+,1999,140,God Man
Drama,U/A 16+,2021,22,Goltu
Drama,U/A 16+,2018,11,Good Night Sleep Tight
Drama,U/A 16+,2016,15,Gotya
Drama,U/A 16+,1981,101,Grahana
Drama,U/A 16+,2022,11,Gubbare
Drama,U/A 16+,2020,16,Halwa
Drama,U/A 16+,2017,88,Haraamkhor
Drama,U/A 16+,2021,22,He Too
Drama,U/A 16+,2008,145,Heegu Unte
Drama,U/A 16+,1999,112,Helalare Naa Thalalare
Drama,U/A 16+,2012,134,Hemlock Society
Drama,U/A 16+,1996,143,Hitlist
Drama,U/A 16+,1999,95,Honeymoon Secret
Drama,U/A 16+,2014,10,Hoop Diaries
Drama,U/A 16+,2021,117,"Hum Bhi Akele, Tum Bhi Akele"
Drama,U/A 16+,2010,130,Hunja
Drama,U/A 16+,1985,131,Idanilangal
Drama,U/A 16+,1980,134,Idi Muzhakkam
Drama,U/A 16+,2013,119,Idukki Gold
Drama,U/A 16+,2018,16,Iktara
Drama,U/A 16+,2017,74,IMAI
Drama,U/A 16+,2020,10,Infantry
Drama,U/A 16+,1978,130,Ithaa Oru Manushyan
Drama,U/A 16+,2019,9,Itoo
Drama,U/A 16+,2020,31,It's Complicated
Drama,U/A 16+,2021,11,Jackpot
Drama,U/A 16+,2012,141,Jai Hindh
Drama,U/A 16+,2018,21,Jasmin
Drama,U/A 16+,2009,110,Joe's Palace
Drama,U/A 16+,2004,108,Julie
Drama,U/A 16+,2022,10,Just Another Day
Drama,U/A 16+,2021,27,Just take it Easy
Drama,U/A 16+,1996,178,Kaalapani
Drama,U/A 16+,2021,14,Kaise Ho
Drama,U/A 16+,2019,144,Kaithi
Drama,U/A 16+,1994,123,Kambolam
Drama,U/A 16+,2018,128,Kanaka
Drama,U/A 16+,1999,129,Kannezhuthi Pottumthottu
Drama,U/A 16+,1997,132,Kannur
Drama,U/A 16+,2019,103,Kanpuriye
Drama,U/A 16+,2010,138,Kari Chirate
Drama,U/A 16+,2010,93,Kathai
Drama,U/A 16+,1987,118,Kathakku Pinnil
Drama,U/A 16+,2010,141,Khadak
Drama,U/A 16+,2002,157,King
Drama,U/A 16+,1981,147,Kodumudikal
Drama,U/A 16+,2009,144,Kuturu Kosam
Drama,U/A 16+,1983,141,Kuyiline Thedi
Drama,U/A 16+,2022,30,Ladies First
Drama,U/A 16+,2001,186,Lajja
Drama,U/A 16+,2013,158,Lakshmi
Drama,U/A 16+,2010,140,Lalbaug Parel
Drama,U/A 16+,2022,29,Lali ( Bahaar 2 )
Drama,U/A 16+,2018,8,Landmark
Drama,U/A 16+,2021,28,Letters
Drama,U/A 16+,2005,94,Live Band
Drama,U/A 16+,2020,14,Lori
Drama,U/A 16+,2021,15,Love Contract
Drama,U/A 16+,2010,144,Maathi Yosi
Drama,U/A 16+,2016,92,Maaveeran Kittu
Drama,U/A 16+,2008,109,Malanada Mallie
Drama,U/A 16+,2022,8,Male
Drama,U/A 16+,2021,23,MALINI - Bengali Short Film
Drama,U/A 16+,2008,129,Manasugala Maathu Madhura
Drama,U/A 16+,4030,151,Mandakini
Drama,U/A 16+,2010,143,Mandhira Punnagai
Drama,U/A 16+,2022,15,Manhoos
Drama,U/A 16+,2021,24,Manthan
Drama,U/A 16+,2017,82,Mantostaan
Drama,U/A 16+,2022,12,Mard with no Dard
Drama,U/A 16+,2015,97,Masaan
Drama,U/A 16+,2018,120,Maska
Drama,U/A 16+,2022,17,Mauka
Drama,U/A 16+,2013,11,Maula Baksh De
Drama,U/A 16+,2004,109,Maurya
Drama,U/A 16+,2019,127,Mawali Raaj
Drama,U/A 16+,2022,16,Maxi
Drama,U/A 16+,2021,25,Mazhabi Laddu
Drama,U/A 16+,1980,146,Meen
Drama,U/A 16+,2016,16,Meera
Drama,U/A 16+,1998,148,Mehndi
Drama,U/A 16+,1990,142,Midhya
Drama,U/A 16+,2010,93,Mirch
Drama,U/A 16+,2011,74,Models
Drama,U/A 16+,2022,22,Moksha
Drama,U/A 16+,2022,29,Morning Tea
Drama,U/A 16+,2019,18,Mr. Somebody
Drama,U/A 16+,2021,12,Muktaant
Drama,U/A 16+,2019,12,Mutually
Drama,U/A 16+,2014,116,Naa Bangaru Talli
Drama,U/A 16+,2008,103,Nanda Loves Nandita
Drama,U/A 16+,2007,125,Nanma
Drama,U/A 16+,2020,25,Nastik
Drama,U/A 16+,2014,138,Nedunchalai
Drama,U/A 16+,2005,128,News
Drama,U/A 16+,2010,127,Nirdoshi
Drama,U/A 16+,1993,28,No Visible Bruises: The Katie Koestner Story
Drama,U/A 16+,2018,86,Notes From The Field
Drama,U/A 16+,2007,126,O Prema Devathe
Drama,U/A 16+,2019,106,O.G
Drama,U/A 16+,2008,118,Of the People
Drama,U/A 16+,2022,20,On Duty
Drama,U/A 16+,2002,161,Onnaman
Drama,U/A 16+,2012,135,Orange
Drama,U/A 16+,2021,118,Oslo
Drama,U/A 16+,1994,28,P.O.W.E.R.: The Eddie Matos Story
Drama,U/A 16+,1994,147,Palayam
Drama,U/A 16+,1986,135,Panchagni
Drama,U/A 16+,2019,21,Parampara
Drama,U/A 16+,2020,13,Pardon
Drama,U/A 16+,2007,111,Parzania
Drama,U/A 16+,2018,100,Paterno
Drama,U/A 16+,2022,23,Pilibhit
Drama,U/A 16+,2016,130,Pink
Drama,U/A 16+,2018,18,Podarok
Drama,U/A 16+,1997,120,Poomarathanalil
Drama,U/A 16+,2008,111,Prachandru
Drama,U/A 16+,1987,140,Pratikar
Drama,U/A 16+,1990,95,Prosecution
Drama,U/A 16+,1992,29,Public Law 106: The Becky Bell Story
Drama,U/A 16+,2021,9,Pul
Drama,U/A 16+,1994,114,Puthran
Drama,U/A 16+,2021,11,Question Mark
Drama,U/A 16+,2012,10,Rab da Vaasta
Drama,U/A 16+,2022,27,Rabt
Drama,U/A 16+,1998,139,Rakthasakshikal Sindabad
Drama,U/A 16+,2022,28,Ras
Drama,U/A 16+,2022,18,Reflection of Waves
Drama,U/A 16+,2016,15,Rendezvous
Drama,U/A 16+,2022,12,Rest of the Night
Drama,U/A 16+,2017,102,Ribbon
Drama,U/A 16+,2007,128,Right Andhre
Drama,U/A 16+,2003,116,Road to Perdition
Drama,U/A 16+,2021,11,Roshni
Drama,U/A 16+,2016,104,Rowdy Sarkar
Drama,U/A 16+,14133,770,Rubaru Roshni
Drama,U/A 16+,2018,27,Sab Theek Hain
Drama,U/A 16+,2020,133,Sadak 2
Drama,U/A 16+,2022,29,Safar
Drama,U/A 16+,2001,150,Saivar Thirumeni
Drama,U/A 16+,1996,115,Samara Simham
Drama,U/A 16+,2019,10,Sameer
Drama,U/A 16+,2021,123,Sangathalaivan
Drama,U/A 16+,2019,36,Sarhad
Drama,U/A 16+,2021,7,Sarthi
Drama,U/A 16+,2019,19,Saving Sita
Drama,U/A 16+,2019,147,Shahjahan Regency
Drama,U/A 16+,2018,102,Shambho Shankara
Drama,U/A 16+,2022,27,She and He
Drama,U/A 16+,2016,124,Shorgul
Drama,U/A 16+,1979,161,Simhaasanam
Drama,U/A 16+,2022,10,Sister
Drama,U/A 16+,2020,4,Slapped
Drama,U/A 16+,2021,21,Sloshed
Drama,U/A 16+,2008,137,Slum Bala
Drama,U/A 16+,2020,27,Smile Simi
Drama,U/A 16+,2017,98,Sonata
Drama,U/A 16+,2021,18,Speechless
Drama,U/A 16+,2012,145,Spirit
Drama,U/A 16+,2022,15,Step
Drama,U/A 16+,2020,10,Step Out
Drama,U/A 16+,2022,15,Sudhar Jao
Drama,U/A 16+,2009,109,Sugar
Drama,U/A 16+,2021,32,Sundrian Love
Drama,U/A 16+,2015,96,Surkhaab
Drama,U/A 16+,2022,11,Surprise
Drama,U/A 16+,2000,121,Susanna
Drama,U/A 16+,2020,23,Suta (The Daughter)
Drama,U/A 16+,1996,133,Swarna Kireedam
Drama,U/A 16+,2022,141,Taanakkaran
Drama,U/A 16+,2015,127,Talvar
Drama,U/A 16+,2020,132,Tanhaji
Drama,U/A 16+,2010,131,Tara
